State,Residence_Type,Gender,Education level,Labor force participation rate according to usual status based on different general education level,Working population rate according to usual status based on different general education level,Unemployment rate according to usual status based on different general education level
Arunachal Pradesh,Urban,Person,Diploma/Certificate Course,80.7,80.7,0
Arunachal Pradesh,Urban,Person,Graduate,72.3,58.3,19.4
Arunachal Pradesh,Urban,Person,Higher Secondary,40.6,38.9,4.2
Arunachal Pradesh,Urban,Person,Literate & Upto Primary,42.6,41.3,3.1
Arunachal Pradesh,Urban,Person,Middle,39.9,37.1,7
Arunachal Pradesh,Urban,Person,Not Literate,30.5,30.4,0.3
Arunachal Pradesh,Urban,Person,Post Graduate & Above,83.5,62.6,25
Arunachal Pradesh,Urban,Person,Secondary,35,33,5.9
Arunachal Pradesh,Urban,Person,Secondary & Above,49.8,43.8,12.1
Nagaland,Rural,Female,All,24.6,19.3,21.4
Nagaland,Rural,Female,Diploma/Certificate Course,100,100,0
Nagaland,Rural,Female,Graduate,58.4,23.7,59.5
Nagaland,Rural,Female,Higher Secondary,21,6.2,70.6
Nagaland,Rural,Female,Literate & Upto Primary,30,28.8,4.2
Nagaland,Rural,Female,Middle,18,14.5,19.2
Nagaland,Rural,Female,Not Literate,29.1,29.1,0
Nagaland,Rural,Female,Post Graduate & Above,100,23.8,76.2
Nagaland,Rural,Female,Secondary,21.2,16.9,20.2
Nagaland,Rural,Female,Secondary & Above,25.1,14.5,42.1
Nagaland,Rural,Male,All,69.9,59.9,14.4
Nagaland,Rural,Male,Diploma/Certificate Course,0,0,0
Nagaland,Rural,Male,Graduate,95.5,74.2,22.3
Nagaland,Rural,Male,Higher Secondary,71.3,45.1,36.8
Nagaland,Rural,Male,Literate & Upto Primary,74,74,0
Nagaland,Rural,Male,Middle,63.2,58.4,7.6
Nagaland,Rural,Male,Not Literate,68.9,68.9,0
Nagaland,Rural,Male,Post Graduate & Above,100,86.8,13.2
Nagaland,Rural,Male,Secondary,60.2,52.1,13.4
Nagaland,Rural,Male,Secondary & Above,73.2,55.6,24.1
Nagaland,Rural,Person,All,47.4,39.7,16.2
Nagaland,Rural,Person,Diploma/Certificate Course,100,100,0
Nagaland,Rural,Person,Graduate,87.2,62.9,27.9
Nagaland,Rural,Person,Higher Secondary,50.2,28.7,42.7
Nagaland,Rural,Person,Literate & Upto Primary,47.7,47,1.6
Nagaland,Rural,Person,Middle,41.9,37.8,9.9
Nagaland,Rural,Person,Not Literate,40.9,40.9,0
Nagaland,Rural,Person,Post Graduate & Above,100,83.1,16.9
Nagaland,Rural,Person,Secondary,39.5,33.4,15.3
Nagaland,Rural,Person,Secondary & Above,52.3,37.7,27.9
Nagaland,Total,Female,All,22.7,16.8,25.9
Nagaland,Total,Female,Diploma/Certificate Course,78.7,78.7,0
Nagaland,Total,Female,Graduate,53.6,19.4,63.8
Nagaland,Total,Female,Higher Secondary,22,9,59.1
Nagaland,Total,Female,Literate & Upto Primary,25.4,24,5.6
Nagaland,Total,Female,Middle,15.6,12.3,20.8
Nagaland,Total,Female,Not Literate,25.8,25.8,0
Nagaland,Total,Female,Post Graduate & Above,65.4,50,23.5
Nagaland,Total,Female,Secondary,17.5,13.9,20.5
Nagaland,Total,Female,Secondary & Above,25.7,14.5,43.4
Nagaland,Total,Male,All,69.1,58.9,14.7
Nagaland,Total,Male,Diploma/Certificate Course,100,100,0
Nagaland,Total,Male,Graduate,89.5,69.8,22
Nagaland,Total,Male,Higher Secondary,67.9,46.7,31.2
Nagaland,Total,Male,Literate & Upto Primary,72.5,71.4,1.5
Nagaland,Total,Male,Middle,64.4,58.5,9.1
Nagaland,Total,Male,Not Literate,67.4,67.4,0
Nagaland,Total,Male,Post Graduate & Above,100,76.3,23.7
Nagaland,Total,Male,Secondary,58.8,51.1,13.1
Nagaland,Total,Male,Secondary & Above,70.9,55.4,21.9
Nagaland,Total,Person,All,46.1,38.1,17.4
Nagaland,Total,Person,Diploma/Certificate Course,80.4,80.4,0
Nagaland,Total,Person,Graduate,78.8,54.8,30.5
Nagaland,Total,Person,Higher Secondary,48.3,30.6,36.6
Nagaland,Total,Person,Literate & Upto Primary,44.6,43.3,2.9
Nagaland,Total,Person,Middle,40.5,35.9,11.3
Nagaland,Total,Person,Not Literate,38,38,0
Nagaland,Total,Person,Post Graduate & Above,85.9,65.5,23.7
Nagaland,Total,Person,Secondary,38,32.4,14.8
Nagaland,Total,Person,Secondary & Above,51.3,37.6,26.6
Nagaland,Urban,Female,All,18,10.4,42
Nagaland,Urban,Female,Diploma/Certificate Course,59.4,59.4,0
Nagaland,Urban,Female,Graduate,50.4,16.6,67.1
Nagaland,Urban,Female,Higher Secondary,24.3,15.7,35.4
Nagaland,Urban,Female,Literate & Upto Primary,5.9,3.7,37.1
Nagaland,Urban,Female,Middle,9.6,6.8,28.4
Nagaland,Urban,Female,Not Literate,6,6,0
Nagaland,Urban,Female,Post Graduate & Above,63.9,51.1,20
Nagaland,Urban,Female,Secondary,8,6.2,22.8
Nagaland,Urban,Female,Secondary & Above,27,14.6,45.8
Nagaland,Urban,Male,All,66.9,56.6,15.3
Nagaland,Urban,Male,Diploma/Certificate Course,100,100,0
Nagaland,Urban,Male,Graduate,81.1,63.7,21.5
Nagaland,Urban,Male,Higher Secondary,59,51.2,13.2
Nagaland,Urban,Male,Literate & Upto Primary,66.6,61.3,7.9
Nagaland,Urban,Male,Middle,68.6,59,13.9
Nagaland,Urban,Male,Not Literate,56.5,56.5,0
Nagaland,Urban,Male,Post Graduate & Above,100,67.8,32.2
Nagaland,Urban,Male,Secondary,56.3,49.2,12.5
Nagaland,Urban,Male,Secondary & Above,66.5,55.1,17.2
Nagaland,Urban,Person,All,42.9,34,20.8
Nagaland,Urban,Person,Diploma/Certificate Course,65.2,65.2,0
Nagaland,Urban,Person,Graduate,69.4,45.7,34.2
Nagaland,Urban,Person,Higher Secondary,43.6,35.4,18.7
Nagaland,Urban,Person,Literate & Upto Primary,31.8,28.3,11
Nagaland,Urban,Person,Middle,36.1,30.3,16
Nagaland,Urban,Person,Not Literate,19.5,19.5,0
Nagaland,Urban,Person,Post Graduate & Above,80.4,58.7,26.9
Nagaland,Urban,Person,Secondary,34.8,30.1,13.5
Nagaland,Urban,Person,Secondary & Above,49.4,37.5,24
Nagaland,Rural,Female,All,48.4,35.4,26.8
Nagaland,Rural,Female,Diploma/Certificate Course,0,0,0
Nagaland,Rural,Female,Graduate,74.2,27.1,63.5
Nagaland,Rural,Female,Higher Secondary,30,11.4,62
Nagaland,Rural,Female,Literate & Upto Primary,64.3,60,6.6
Nagaland,Rural,Female,Middle,40.2,34.4,14.5
Nagaland,Rural,Female,Not Literate,73.3,73.3,0
Nagaland,Rural,Female,Post Graduate & Above,93.5,29.7,68.3
Nagaland,Rural,Female,Secondary,41.1,25,39
Nagaland,Rural,Female,Secondary & Above,44.4,21,52.8
Nagaland,Rural,Male,All,79.3,59.3,25.2
Nagaland,Rural,Male,Diploma/Certificate Course,0,0,0
Nagaland,Rural,Male,Graduate,92.5,49.3,46.7
Nagaland,Rural,Male,Higher Secondary,58,39.4,32.1
Nagaland,Rural,Male,Literate & Upto Primary,88.6,83.9,5.4
Nagaland,Rural,Male,Middle,85,64.7,23.8
Nagaland,Rural,Male,Not Literate,88.5,88.5,0
Nagaland,Rural,Male,Post Graduate & Above,100,25.2,74.8
Nagaland,Rural,Male,Secondary,71,53.7,24.4
Nagaland,Rural,Male,Secondary & Above,73,48.2,33.9
Nagaland,Rural,Person,All,64.8,48.1,25.8
Nagaland,Rural,Person,Diploma/Certificate Course,0,0,0
Nagaland,Rural,Person,Graduate,87.5,43.2,50.6
Nagaland,Rural,Person,Higher Secondary,44.9,26.3,41.5
Nagaland,Rural,Person,Literate & Upto Primary,74.9,70.5,6
Nagaland,Rural,Person,Middle,64,50.5,21.1
Nagaland,Rural,Person,Not Literate,79.3,79.3,0
Nagaland,Rural,Person,Post Graduate & Above,94.7,28.9,69.5
Nagaland,Rural,Person,Secondary,57.7,41,29
Nagaland,Rural,Person,Secondary & Above,60.7,36.6,39.8
Nagaland,Total,Female,All,43,31.1,27.6
Nagaland,Total,Female,Diploma/Certificate Course,83,83,0
Nagaland,Total,Female,Graduate,70,31.4,55.2
Nagaland,Total,Female,Higher Secondary,31.6,16.1,49.1
Nagaland,Total,Female,Literate & Upto Primary,55.2,51,7.6
Nagaland,Total,Female,Middle,34.7,29,16.4
Nagaland,Total,Female,Not Literate,65.7,65.7,0
Nagaland,Total,Female,Post Graduate & Above,87.7,39.3,55.1
Nagaland,Total,Female,Secondary,32.1,20.3,36.7
Nagaland,Total,Female,Secondary & Above,41.8,22.1,47
Nagaland,Total,Male,All,76,57.2,24.8
Nagaland,Total,Male,Diploma/Certificate Course,100,51.5,48.5
Nagaland,Total,Male,Graduate,89.9,51.2,43.1
Nagaland,Total,Male,Higher Secondary,57.8,41.8,27.6
Nagaland,Total,Male,Literate & Upto Primary,85.1,80.7,5.2
Nagaland,Total,Male,Middle,80,62.3,22.1
Nagaland,Total,Male,Not Literate,84.2,84.2,0
Nagaland,Total,Male,Post Graduate & Above,94,40.1,57.4
Nagaland,Total,Male,Secondary,68,52.6,22.6
Nagaland,Total,Male,Secondary & Above,72,48.9,32
Nagaland,Total,Person,All,60.3,44.8,25.7
Nagaland,Total,Person,Diploma/Certificate Course,94.4,61.8,34.5
Nagaland,Total,Person,Graduate,83.5,44.8,46.3
Nagaland,Total,Person,Higher Secondary,45.9,30.1,34.3
Nagaland,Total,Person,Literate & Upto Primary,67.9,63.6,6.3
Nagaland,Total,Person,Middle,57.7,46,20.4
Nagaland,Total,Person,Not Literate,72.9,72.9,0
Nagaland,Total,Person,Post Graduate & Above,90.1,39.6,56
Nagaland,Total,Person,Secondary,51.5,37.8,26.7
Nagaland,Total,Person,Secondary & Above,58.9,37.3,36.6
Nagaland,Urban,Female,All,31.2,21.7,30.6
Nagaland,Urban,Female,Diploma/Certificate Course,100,100,0
Nagaland,Urban,Female,Graduate,66.3,35.2,46.8
Nagaland,Urban,Female,Higher Secondary,35.5,27.3,23.1
Nagaland,Urban,Female,Literate & Upto Primary,26.5,22.4,15.4
Nagaland,Urban,Female,Middle,20.4,15,26.5
Nagaland,Urban,Female,Not Literate,31.8,31.8,0
Nagaland,Urban,Female,Post Graduate & Above,79.8,52.3,34.4
Nagaland,Urban,Female,Secondary,15.7,11.7,25.5
Nagaland,Urban,Female,Secondary & Above,37.2,24.1,35.3
Nagaland,Urban,Male,All,68.1,52.1,23.5
Nagaland,Urban,Male,Diploma/Certificate Course,100,51.5,48.5
Nagaland,Urban,Male,Graduate,86,53.9,37.3
Nagaland,Urban,Male,Higher Secondary,57.4,46.7,18.7
Nagaland,Urban,Male,Literate & Upto Primary,70.6,67.6,4.3
Nagaland,Urban,Male,Middle,61,53.2,12.8
Nagaland,Urban,Male,Not Literate,61.9,61.9,0
Nagaland,Urban,Male,Post Graduate & Above,92.4,44,52.4
Nagaland,Urban,Male,Secondary,61.5,50.3,18.3
Nagaland,Urban,Male,Secondary & Above,70.1,50.1,28.6
Nagaland,Urban,Person,All,49.9,37.1,25.7
Nagaland,Urban,Person,Diploma/Certificate Course,100,65.5,34.5
Nagaland,Urban,Person,Graduate,78.5,46.8,40.4
Nagaland,Urban,Person,Higher Secondary,48.2,38.5,20.1
Nagaland,Urban,Person,Literate & Upto Primary,43.1,39.4,8.6
Nagaland,Urban,Person,Middle,38.2,31.7,16.9
Nagaland,Urban,Person,Not Literate,42.6,42.6,0
Nagaland,Urban,Person,Post Graduate & Above,86.6,47.8,44.8
Nagaland,Urban,Person,Secondary,39.1,31.4,19.7
Nagaland,Urban,Person,Secondary & Above,55.6,38.6,30.6
Manipur,Rural,Female,All,25.7,21.7,15.5
Manipur,Rural,Female,Diploma/Certificate Course,61.7,61.7,0
Manipur,Rural,Female,Graduate,48.7,34.4,29.3
Manipur,Rural,Female,Higher Secondary,26.9,19.2,28.4
Manipur,Rural,Female,Literate & Upto Primary,24.6,24.3,1.6
Manipur,Rural,Female,Middle,22.6,18.4,18.6
Manipur,Rural,Female,Not Literate,17.8,17.8,0
Manipur,Rural,Female,Post Graduate & Above,76,49.7,34.6
Manipur,Rural,Female,Secondary,24.2,22.4,7.7
Manipur,Rural,Female,Secondary & Above,32.3,25.1,22.3
Manipur,Rural,Male,All,73.8,68.4,7.4
Manipur,Rural,Male,Diploma/Certificate Course,65.5,65.5,0
Manipur,Rural,Male,Graduate,83.8,70.8,15.5
Manipur,Rural,Male,Higher Secondary,62.8,60.3,4
Manipur,Rural,Male,Literate & Upto Primary,82.2,78.6,4.4
Manipur,Rural,Male,Middle,78.1,73.9,5.3
Manipur,Rural,Male,Not Literate,72.3,71.6,1
Manipur,Rural,Male,Post Graduate & Above,83.3,60.7,27.2
Manipur,Rural,Male,Secondary,62.9,57.5,8.5
Manipur,Rural,Male,Secondary & Above,70.3,62.8,10.7
Manipur,Rural,Person,All,49.4,44.7,9.5
Manipur,Rural,Person,Diploma/Certificate Course,63.4,63.4,0
Manipur,Rural,Person,Graduate,71.5,58.1,18.8
Manipur,Rural,Person,Higher Secondary,45.8,40.9,10.8
Manipur,Rural,Person,Literate & Upto Primary,47.6,45.9,3.5
Manipur,Rural,Person,Middle,51.9,47.7,8.1
Manipur,Rural,Person,Not Literate,36,35.8,0.6
Manipur,Rural,Person,Post Graduate & Above,80.4,56.2,30
Manipur,Rural,Person,Secondary,43.5,39.9,8.3
Manipur,Rural,Person,Secondary & Above,53.3,45.9,13.9
Manipur,Total,Female,All,26.3,22.9,13
Manipur,Total,Female,Diploma/Certificate Course,72.9,72.9,0
Manipur,Total,Female,Graduate,45.3,34.8,23.2
Manipur,Total,Female,Higher Secondary,24.4,18.5,24.1
Manipur,Total,Female,Literate & Upto Primary,24.9,24.6,1.3
Manipur,Total,Female,Middle,22.7,19.6,13.7
Manipur,Total,Female,Not Literate,17.2,17.2,0
Manipur,Total,Female,Post Graduate & Above,72.9,58,20.5
Manipur,Total,Female,Secondary,25,23.5,6.1
Manipur,Total,Female,Secondary & Above,32.5,26.7,18
Manipur,Total,Male,All,72,66.1,8.1
Manipur,Total,Male,Diploma/Certificate Course,67.9,67.9,0
Manipur,Total,Male,Graduate,81.4,68.8,15.4
Manipur,Total,Male,Higher Secondary,59.5,55.2,7.2
Manipur,Total,Male,Literate & Upto Primary,81.4,77,5.3
Manipur,Total,Male,Middle,77,73.2,4.9
Manipur,Total,Male,Not Literate,67,66.2,1.3
Manipur,Total,Male,Post Graduate & Above,84.8,67.7,20.2
Manipur,Total,Male,Secondary,62.3,57.9,7.1
Manipur,Total,Male,Secondary & Above,69.2,61.4,11.3
Manipur,Total,Person,All,48.9,44.3,9.4
Manipur,Total,Person,Diploma/Certificate Course,70.9,70.9,0
Manipur,Total,Person,Graduate,67.7,56,17.4
Manipur,Total,Person,Higher Secondary,42.9,37.9,11.8
Manipur,Total,Person,Literate & Upto Primary,46.7,44.9,4
Manipur,Total,Person,Middle,50.9,47.4,6.8
Manipur,Total,Person,Not Literate,33.2,32.9,0.8
Manipur,Total,Person,Post Graduate & Above,79.9,63.7,20.3
Manipur,Total,Person,Secondary,43.9,40.9,6.8
Manipur,Total,Person,Secondary & Above,52.7,45.8,13.1
Manipur,Urban,Female,All,27.8,25.7,7.4
Manipur,Urban,Female,Diploma/Certificate Course,96.4,96.4,0
Manipur,Urban,Female,Graduate,41.6,35.2,15.2
Manipur,Urban,Female,Higher Secondary,20,17.3,13.5
Manipur,Urban,Female,Literate & Upto Primary,26,26,0.2
Manipur,Urban,Female,Middle,22.8,22.6,1
Manipur,Urban,Female,Not Literate,14.8,14.7,0.2
Manipur,Urban,Female,Post Graduate & Above,70.5,64.5,8.5
Manipur,Urban,Female,Secondary,26.8,26.1,2.6
Manipur,Urban,Female,Secondary & Above,32.9,29.4,10.7
Manipur,Urban,Male,All,67.6,60.9,9.9
Manipur,Urban,Male,Diploma/Certificate Course,77.8,77.8,0
Manipur,Urban,Male,Graduate,77.8,65.9,15.4
Manipur,Urban,Male,Higher Secondary,53.5,45.9,14.1
Manipur,Urban,Male,Literate & Upto Primary,77.2,69.1,10.5
Manipur,Urban,Male,Middle,73.8,71.2,3.5
Manipur,Urban,Male,Not Literate,35.6,33.8,5.1
Manipur,Urban,Male,Post Graduate & Above,86,73.5,14.5
Manipur,Urban,Male,Secondary,61,58.6,3.9
Manipur,Urban,Male,Secondary & Above,67.1,58.9,12.3
Manipur,Urban,Person,All,47.6,43.3,9.1
Manipur,Urban,Person,Diploma/Certificate Course,90.9,90.9,0
Manipur,Urban,Person,Graduate,62.7,53.1,15.3
Manipur,Urban,Person,Higher Secondary,37.6,32.3,14
Manipur,Urban,Person,Literate & Upto Primary,43.3,40.6,6.4
Manipur,Urban,Person,Middle,48,46.6,2.9
Manipur,Urban,Person,Not Literate,20.2,19.7,2.4
Manipur,Urban,Person,Post Graduate & Above,79.4,69.7,12.3
Manipur,Urban,Person,Secondary,44.9,43.3,3.5
Manipur,Urban,Person,Secondary & Above,51.7,45.6,11.8
Manipur,Rural,Female,All,27.8,24.7,11.3
Manipur,Rural,Female,Diploma/Certificate Course,98.5,98.5,0
Manipur,Rural,Female,Graduate,52.4,42.3,19.2
Manipur,Rural,Female,Higher Secondary,18.9,16.1,15
Manipur,Rural,Female,Literate & Upto Primary,34,32.9,3.4
Manipur,Rural,Female,Middle,25.2,22.6,10.5
Manipur,Rural,Female,Not Literate,23.7,23.7,0
Manipur,Rural,Female,Post Graduate & Above,75.1,63.1,16.1
Manipur,Rural,Female,Secondary,20.6,15.8,23.3
Manipur,Rural,Female,Secondary & Above,29.6,24.1,18.5
Manipur,Rural,Male,All,71.5,65.5,8.3
Manipur,Rural,Male,Diploma/Certificate Course,100,100,0
Manipur,Rural,Male,Graduate,81.5,66.4,18.5
Manipur,Rural,Male,Higher Secondary,61.6,53.4,13.4
Manipur,Rural,Male,Literate & Upto Primary,79.5,78.4,1.4
Manipur,Rural,Male,Middle,75.1,71.3,5
Manipur,Rural,Male,Not Literate,72.5,72.2,0.4
Manipur,Rural,Male,Post Graduate & Above,95.7,73.8,22.9
Manipur,Rural,Male,Secondary,59.6,57,4.4
Manipur,Rural,Male,Secondary & Above,68.4,59.5,13
Manipur,Rural,Person,All,49.7,45.1,9.2
Manipur,Rural,Person,Diploma/Certificate Course,99.2,99.2,0
Manipur,Rural,Person,Graduate,70.7,57.4,18.7
Manipur,Rural,Person,Higher Secondary,41.3,35.6,13.7
Manipur,Rural,Person,Literate & Upto Primary,52.4,51.2,2.2
Manipur,Rural,Person,Middle,51.6,48.4,6.3
Manipur,Rural,Person,Not Literate,39.6,39.5,0.2
Manipur,Rural,Person,Post Graduate & Above,86.9,69.2,20.4
Manipur,Rural,Person,Secondary,41.7,38.1,8.7
Manipur,Rural,Person,Secondary & Above,51.2,43.9,14.4
Manipur,Total,Female,All,29.9,26.8,10.4
Manipur,Total,Female,Diploma/Certificate Course,70.7,70.7,0
Manipur,Total,Female,Graduate,53.1,44.1,16.8
Manipur,Total,Female,Higher Secondary,22.3,19.2,13.9
Manipur,Total,Female,Literate & Upto Primary,34.5,33.6,2.7
Manipur,Total,Female,Middle,27.3,25.3,7.6
Manipur,Total,Female,Not Literate,23,23,0
Manipur,Total,Female,Post Graduate & Above,75.2,59.7,20.6
Manipur,Total,Female,Secondary,21.8,18,17.3
Manipur,Total,Female,Secondary & Above,33,27.6,16.4
Manipur,Total,Male,All,70.9,64.5,9.1
Manipur,Total,Male,Diploma/Certificate Course,95.8,77.8,18.8
Manipur,Total,Male,Graduate,81.8,66.5,18.7
Manipur,Total,Male,Higher Secondary,61.6,53.9,12.6
Manipur,Total,Male,Literate & Upto Primary,79,77.7,1.6
Manipur,Total,Male,Middle,74.4,70.7,4.9
Manipur,Total,Male,Not Literate,68.3,67.5,1.2
Manipur,Total,Male,Post Graduate & Above,91.1,71.2,21.8
Manipur,Total,Male,Secondary,58.8,56.1,4.6
Manipur,Total,Male,Secondary & Above,68.8,59.6,13.4
Manipur,Total,Person,All,50.3,45.5,9.5
Manipur,Total,Person,Diploma/Certificate Course,81.4,73.7,9.4
Manipur,Total,Person,Graduate,70.6,57.8,18.2
Manipur,Total,Person,Higher Secondary,42.6,37.1,12.9
Manipur,Total,Person,Literate & Upto Primary,52.3,51.2,2.1
Manipur,Total,Person,Middle,51.7,48.8,5.6
Manipur,Total,Person,Not Literate,37.2,36.9,0.7
Manipur,Total,Person,Post Graduate & Above,83.6,65.8,21.3
Manipur,Total,Person,Secondary,41.6,38.4,7.7
Manipur,Total,Person,Secondary & Above,52.7,45.2,14.2
Manipur,Urban,Female,All,35,31.9,8.8
Manipur,Urban,Female,Diploma/Certificate Course,44.6,44.6,0
Manipur,Urban,Female,Graduate,54,46.5,13.8
Manipur,Urban,Female,Higher Secondary,29.5,25.8,12.4
Manipur,Urban,Female,Literate & Upto Primary,36.5,36.5,0
Manipur,Urban,Female,Middle,32.6,32,2
Manipur,Urban,Female,Not Literate,20.6,20.6,0
Manipur,Urban,Female,Post Graduate & Above,75.3,56.4,25.1
Manipur,Urban,Female,Secondary,24.6,23.3,5.4
Manipur,Urban,Female,Secondary & Above,39.3,34,13.5
Manipur,Urban,Male,All,69.4,61.8,11
Manipur,Urban,Male,Diploma/Certificate Course,87.9,36.4,58.6
Manipur,Urban,Male,Graduate,82.3,66.7,18.9
Manipur,Urban,Male,Higher Secondary,61.6,55,10.8
Manipur,Urban,Male,Literate & Upto Primary,76.5,74.5,2.6
Manipur,Urban,Male,Middle,72.3,68.9,4.7
Manipur,Urban,Male,Not Literate,47,43.6,7.3
Manipur,Urban,Male,Post Graduate & Above,84.5,67.7,19.9
Manipur,Urban,Male,Secondary,56.6,53.7,5.1
Manipur,Urban,Male,Secondary & Above,69.5,59.7,14.2
Manipur,Urban,Person,All,51.8,46.5,10.2
Manipur,Urban,Person,Diploma/Certificate Course,59.1,41.9,29.2
Manipur,Urban,Person,Graduate,70.4,58.3,17.3
Manipur,Urban,Person,Higher Secondary,45.6,40.5,11.3
Manipur,Urban,Person,Literate & Upto Primary,52,51.2,1.5
Manipur,Urban,Person,Middle,51.9,49.9,3.8
Manipur,Urban,Person,Not Literate,27.4,26.5,3.2
Manipur,Urban,Person,Post Graduate & Above,79.7,61.8,22.5
Manipur,Urban,Person,Secondary,41.5,39.3,5.2
Manipur,Urban,Person,Secondary & Above,55.4,47.7,13.9
Mizoram,Rural,Female,All,28.7,26.5,7.9
Mizoram,Rural,Female,Diploma/Certificate Course,0,0,0
Mizoram,Rural,Female,Graduate,57.9,42.6,26.5
Mizoram,Rural,Female,Higher Secondary,24.6,22.2,9.6
Mizoram,Rural,Female,Literate & Upto Primary,27.6,27.3,1.1
Mizoram,Rural,Female,Middle,35.1,31.8,9.3
Mizoram,Rural,Female,Not Literate,5.8,5.8,0
Mizoram,Rural,Female,Post Graduate & Above,0,0,0
Mizoram,Rural,Female,Secondary,13.6,12,11.6
Mizoram,Rural,Female,Secondary & Above,23.5,19.8,15.8
Mizoram,Rural,Male,All,73.3,70.3,4.2
Mizoram,Rural,Male,Diploma/Certificate Course,0,0,0
Mizoram,Rural,Male,Graduate,83.4,77,7.6
Mizoram,Rural,Male,Higher Secondary,52.6,47.2,10.2
Mizoram,Rural,Male,Literate & Upto Primary,81,80.6,0.4
Mizoram,Rural,Male,Middle,80.4,76.8,4.4
Mizoram,Rural,Male,Not Literate,63.8,63.8,0
Mizoram,Rural,Male,Post Graduate & Above,94,94,0
Mizoram,Rural,Male,Secondary,55.2,52.5,4.9
Mizoram,Rural,Male,Secondary & Above,62,57.8,6.8
Mizoram,Rural,Person,All,51.9,49.2,5.2
Mizoram,Rural,Person,Diploma/Certificate Course,0,0,0
Mizoram,Rural,Person,Graduate,76.7,68,11.4
Mizoram,Rural,Person,Higher Secondary,39.6,35.7,10.1
Mizoram,Rural,Person,Literate & Upto Primary,49,48.7,0.6
Mizoram,Rural,Person,Middle,59,55.6,5.8
Mizoram,Rural,Person,Not Literate,31.2,31.2,0
Mizoram,Rural,Person,Post Graduate & Above,94,94,0
Mizoram,Rural,Person,Secondary,38.6,36.4,5.8
Mizoram,Rural,Person,Secondary & Above,47.2,43.2,8.5
Mizoram,Total,Female,All,29.2,26.2,10.3
Mizoram,Total,Female,Diploma/Certificate Course,28.4,28.4,0
Mizoram,Total,Female,Graduate,53.2,41.1,22.8
Mizoram,Total,Female,Higher Secondary,22.4,19.6,12.5
Mizoram,Total,Female,Literate & Upto Primary,26.4,26.1,1.4
Mizoram,Total,Female,Middle,31.3,28.3,9.3
Mizoram,Total,Female,Not Literate,5.2,5.2,0
Mizoram,Total,Female,Post Graduate & Above,90.4,73.9,18.3
Mizoram,Total,Female,Secondary,18.9,16.9,10.2
Mizoram,Total,Female,Secondary & Above,30,25.1,16.5
Mizoram,Total,Male,All,68.7,64.9,5.5
Mizoram,Total,Male,Diploma/Certificate Course,45.8,45.8,0
Mizoram,Total,Male,Graduate,79,73.1,7.4
Mizoram,Total,Male,Higher Secondary,44.6,39.8,10.8
Mizoram,Total,Male,Literate & Upto Primary,74.3,73.9,0.6
Mizoram,Total,Male,Middle,77.2,73.5,4.8
Mizoram,Total,Male,Not Literate,62.9,62.9,0
Mizoram,Total,Male,Post Graduate & Above,92,83.4,9.4
Mizoram,Total,Male,Secondary,54.4,50.4,7.4
Mizoram,Total,Male,Secondary & Above,60.7,55.7,8.3
Mizoram,Total,Person,All,49,45.6,7
Mizoram,Total,Person,Diploma/Certificate Course,35.1,35.1,0
Mizoram,Total,Person,Graduate,69.8,61.8,11.6
Mizoram,Total,Person,Higher Secondary,33.7,29.9,11.3
Mizoram,Total,Person,Literate & Upto Primary,45.1,44.7,0.9
Mizoram,Total,Person,Middle,53.8,50.5,6.1
Mizoram,Total,Person,Not Literate,29,29,0
Mizoram,Total,Person,Post Graduate & Above,91.4,79.9,12.6
Mizoram,Total,Person,Secondary,38.3,35.3,8
Mizoram,Total,Person,Secondary & Above,47.3,42.3,10.5
Mizoram,Urban,Female,All,29.6,25.9,12.7
Mizoram,Urban,Female,Diploma/Certificate Course,28.4,28.4,0
Mizoram,Urban,Female,Graduate,51.9,40.7,21.7
Mizoram,Urban,Female,Higher Secondary,21.3,18.3,14.1
Mizoram,Urban,Female,Literate & Upto Primary,23.7,23.1,2.4
Mizoram,Urban,Female,Middle,27.2,24.7,9.4
Mizoram,Urban,Female,Not Literate,0,0,0
Mizoram,Urban,Female,Post Graduate & Above,90.4,73.9,18.3
Mizoram,Urban,Female,Secondary,23.4,21.1,9.6
Mizoram,Urban,Female,Secondary & Above,33.3,27.8,16.7
Mizoram,Urban,Male,All,63.3,58.7,7.4
Mizoram,Urban,Male,Diploma/Certificate Course,45.8,45.8,0
Mizoram,Urban,Male,Graduate,76.9,71.2,7.3
Mizoram,Urban,Male,Higher Secondary,40,35.5,11.2
Mizoram,Urban,Male,Literate & Upto Primary,55.2,54.5,1.3
Mizoram,Urban,Male,Middle,72.5,68.6,5.5
Mizoram,Urban,Male,Not Literate,0,0,0
Mizoram,Urban,Male,Post Graduate & Above,91.5,80.5,12
Mizoram,Urban,Male,Secondary,53.3,47.6,10.8
Mizoram,Urban,Male,Secondary & Above,59.7,54.1,9.4
Mizoram,Urban,Person,All,45.9,41.7,9.1
Mizoram,Urban,Person,Diploma/Certificate Course,35.1,35.1,0
Mizoram,Urban,Person,Graduate,67.1,59.3,11.6
Mizoram,Urban,Person,Higher Secondary,30.5,26.7,12.2
Mizoram,Urban,Person,Literate & Upto Primary,35.1,34.5,1.8
Mizoram,Urban,Person,Middle,47.4,44.2,6.7
Mizoram,Urban,Person,Not Literate,0,0,0
Mizoram,Urban,Person,Post Graduate & Above,91,77.7,14.6
Mizoram,Urban,Person,Secondary,38,34.1,10.4
