State,Residence_Type,Gender,Attendance type,Level of education,Attendance ratio (%)
Assam,Rural,Female,Net Attendance Ratio,Primary Level,89.2
Assam,Rural,Female,Gross Attendance Ratio,Secondary Level,85.4
Assam,Rural,Female,Net Attendance Ratio,Secondary Level,53.7
Assam,Rural,Female,Gross Attendance Ratio,Upper Primary/Middle Level,106.6
Assam,Rural,Female,Net Attendance Ratio,Upper Primary/Middle Level,71.6
Assam,Rural,Male,Gross Attendance Ratio,Higher Secondary Level,54.5
Assam,Rural,Male,Net Attendance Ratio,Higher Secondary Level,34.1
Assam,Rural,Male,Gross Attendance Ratio,Post Higher Secondary Level,17.2
Assam,Rural,Male,Net Attendance Ratio,Post Higher Secondary Level,15.2
Assam,Rural,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,103.7
Assam,Rural,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,93.1
Assam,Rural,Male,Gross Attendance Ratio,Primary Level,102.8
Assam,Rural,Male,Net Attendance Ratio,Primary Level,87.8
Assam,Rural,Male,Gross Attendance Ratio,Secondary Level,82.8
Assam,Rural,Male,Net Attendance Ratio,Secondary Level,57.4
Assam,Rural,Male,Gross Attendance Ratio,Upper Primary/Middle Level,105.4
Assam,Rural,Male,Net Attendance Ratio,Upper Primary/Middle Level,80.3
Assam,Rural,Person,Gross Attendance Ratio,Higher Secondary Level,52.0
Assam,Rural,Person,Net Attendance Ratio,Higher Secondary Level,34.9
Assam,Rural,Person,Gross Attendance Ratio,Post Higher Secondary Level,14.0
Assam,Rural,Person,Net Attendance Ratio,Post Higher Secondary Level,12.8
Assam,Rural,Person,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,104.4
Assam,Rural,Person,Net Attendance Ratio,Primary And Upper Primary/Middle Level,93.0
Assam,Rural,Person,Gross Attendance Ratio,Primary Level,103.5
Assam,Rural,Person,Net Attendance Ratio,Primary Level,88.4
Assam,Rural,Person,Gross Attendance Ratio,Secondary Level,83.9
Assam,Rural,Person,Net Attendance Ratio,Secondary Level,55.9
Assam,Rural,Person,Gross Attendance Ratio,Upper Primary/Middle Level,105.9
Assam,Rural,Person,Net Attendance Ratio,Upper Primary/Middle Level,76.8
Assam,Total,Female,Gross Attendance Ratio,Higher Secondary Level,54.1
Assam,Total,Female,Net Attendance Ratio,Higher Secondary Level,38.4
Assam,Total,Female,Gross Attendance Ratio,Post Higher Secondary Level,12.9
Assam,Total,Female,Net Attendance Ratio,Post Higher Secondary Level,12.3
Assam,Total,Female,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,104.6
Assam,Total,Female,Net Attendance Ratio,Primary And Upper Primary/Middle Level,92.7
Assam,Total,Female,Gross Attendance Ratio,Primary Level,104.4
Assam,Total,Female,Net Attendance Ratio,Primary Level,89.3
Assam,Total,Female,Gross Attendance Ratio,Secondary Level,87.4
Assam,Total,Female,Net Attendance Ratio,Secondary Level,55.1
Assam,Total,Female,Gross Attendance Ratio,Upper Primary/Middle Level,104.9
Assam,Total,Female,Net Attendance Ratio,Upper Primary/Middle Level,73.0
Assam,Total,Male,Gross Attendance Ratio,Higher Secondary Level,57.8
Assam,Total,Male,Net Attendance Ratio,Higher Secondary Level,35.4
Assam,Total,Male,Gross Attendance Ratio,Post Higher Secondary Level,19.9
Assam,Total,Male,Net Attendance Ratio,Post Higher Secondary Level,17.9
Assam,Total,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,103.5
Assam,Total,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,93.1
Assam,Total,Male,Gross Attendance Ratio,Primary Level,103.0
Assam,Total,Male,Net Attendance Ratio,Primary Level,88.3
Assam,Total,Male,Gross Attendance Ratio,Secondary Level,86.0
Assam,Total,Male,Net Attendance Ratio,Secondary Level,58.9
Assam,Total,Male,Gross Attendance Ratio,Upper Primary/Middle Level,104.5
Assam,Total,Male,Net Attendance Ratio,Upper Primary/Middle Level,79.8
Assam,Total,Person,Gross Attendance Ratio,Higher Secondary Level,56.0
Assam,Total,Person,Net Attendance Ratio,Higher Secondary Level,36.8
Assam,Total,Person,Gross Attendance Ratio,Post Higher Secondary Level,16.5
Assam,Total,Person,Net Attendance Ratio,Post Higher Secondary Level,15.2
Assam,Total,Person,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,104.0
Assam,Total,Person,Net Attendance Ratio,Primary And Upper Primary/Middle Level,93.0
Assam,Total,Person,Gross Attendance Ratio,Primary Level,103.6
Assam,Total,Person,Net Attendance Ratio,Primary Level,88.8
Assam,Total,Person,Gross Attendance Ratio,Secondary Level,86.6
Assam,Total,Person,Net Attendance Ratio,Secondary Level,57.3
Assam,Total,Person,Gross Attendance Ratio,Upper Primary/Middle Level,104.7
Assam,Total,Person,Net Attendance Ratio,Upper Primary/Middle Level,77.0
Assam,Urban,Female,Gross Attendance Ratio,Higher Secondary Level,102.4
Assam,Urban,Female,Net Attendance Ratio,Higher Secondary Level,65.5
Assam,Urban,Female,Gross Attendance Ratio,Post Higher Secondary Level,33.6
Assam,Urban,Female,Net Attendance Ratio,Post Higher Secondary Level,30.3
Assam,Urban,Female,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,97.8
Assam,Urban,Female,Net Attendance Ratio,Primary And Upper Primary/Middle Level,91.3
Assam,Urban,Female,Gross Attendance Ratio,Primary Level,102.4
Assam,Urban,Female,Net Attendance Ratio,Primary Level,90.5
Assam,Urban,Female,Gross Attendance Ratio,Secondary Level,109.1
Assam,Urban,Female,Net Attendance Ratio,Secondary Level,70.6
Assam,Urban,Female,Gross Attendance Ratio,Upper Primary/Middle Level,92.4
Assam,Urban,Female,Net Attendance Ratio,Upper Primary/Middle Level,83.4
Assam,Urban,Male,Gross Attendance Ratio,Higher Secondary Level,83.4
Assam,Urban,Male,Net Attendance Ratio,Higher Secondary Level,44.9
Assam,Urban,Male,Gross Attendance Ratio,Post Higher Secondary Level,44.8
Assam,Urban,Male,Net Attendance Ratio,Post Higher Secondary Level,43.0
Assam,Urban,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,101.3
Assam,Urban,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,93.6
Assam,Urban,Male,Gross Attendance Ratio,Primary Level,105.0
Assam,Urban,Male,Net Attendance Ratio,Primary Level,93.8
Assam,Urban,Male,Gross Attendance Ratio,Secondary Level,123.0
Assam,Urban,Male,Net Attendance Ratio,Secondary Level,76.3
Assam,Urban,Male,Gross Attendance Ratio,Upper Primary/Middle Level,91.8
Assam,Urban,Male,Net Attendance Ratio,Upper Primary/Middle Level,73.8
Assam,Urban,Person,Gross Attendance Ratio,Higher Secondary Level,91.4
Assam,Urban,Person,Net Attendance Ratio,Higher Secondary Level,53.6
Assam,Urban,Person,Gross Attendance Ratio,Post Higher Secondary Level,39.3
Assam,Urban,Person,Net Attendance Ratio,Post Higher Secondary Level,36.7
Assam,Urban,Person,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,99.7
Assam,Urban,Person,Net Attendance Ratio,Primary And Upper Primary/Middle Level,92.5
Assam,Urban,Person,Gross Attendance Ratio,Primary Level,104.0
Assam,Urban,Person,Net Attendance Ratio,Primary Level,92.6
Assam,Urban,Person,Gross Attendance Ratio,Secondary Level,117.0
Assam,Urban,Person,Net Attendance Ratio,Secondary Level,73.9
Assam,Urban,Person,Gross Attendance Ratio,Upper Primary/Middle Level,92.2
Assam,Urban,Person,Net Attendance Ratio,Upper Primary/Middle Level,79.2
West Bengal,Rural,Female,Gross Attendance Ratio,Higher Secondary Level,62.4
West Bengal,Rural,Female,Net Attendance Ratio,Higher Secondary Level,39.4
West Bengal,Rural,Female,Gross Attendance Ratio,Post Higher Secondary Level,11.1
West Bengal,Rural,Female,Net Attendance Ratio,Post Higher Secondary Level,9.4
West Bengal,Rural,Female,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,107.3
West Bengal,Rural,Female,Net Attendance Ratio,Primary And Upper Primary/Middle Level,94.1
West Bengal,Rural,Female,Gross Attendance Ratio,Primary Level,101.5
West Bengal,Rural,Female,Net Attendance Ratio,Primary Level,88.7
West Bengal,Rural,Female,Gross Attendance Ratio,Secondary Level,101.3
West Bengal,Rural,Female,Net Attendance Ratio,Secondary Level,61.7
West Bengal,Rural,Female,Gross Attendance Ratio,Upper Primary/Middle Level,117.3
West Bengal,Rural,Female,Net Attendance Ratio,Upper Primary/Middle Level,82.3
West Bengal,Rural,Male,Gross Attendance Ratio,Higher Secondary Level,51.5
West Bengal,Rural,Male,Net Attendance Ratio,Higher Secondary Level,33.6
West Bengal,Rural,Male,Gross Attendance Ratio,Post Higher Secondary Level,15.3
West Bengal,Rural,Male,Net Attendance Ratio,Post Higher Secondary Level,12.9
West Bengal,Rural,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,99.4
West Bengal,Rural,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,90.1
West Bengal,Rural,Male,Gross Attendance Ratio,Primary Level,101.9
West Bengal,Rural,Male,Net Attendance Ratio,Primary Level,89.0
West Bengal,Rural,Male,Gross Attendance Ratio,Secondary Level,81.9
West Bengal,Rural,Male,Net Attendance Ratio,Secondary Level,55.5
West Bengal,Rural,Male,Gross Attendance Ratio,Upper Primary/Middle Level,95.6
West Bengal,Rural,Male,Net Attendance Ratio,Upper Primary/Middle Level,74.7
West Bengal,Rural,Person,Gross Attendance Ratio,Higher Secondary Level,56.6
West Bengal,Rural,Person,Net Attendance Ratio,Higher Secondary Level,36.3
West Bengal,Rural,Person,Gross Attendance Ratio,Post Higher Secondary Level,13.2
West Bengal,Rural,Person,Net Attendance Ratio,Post Higher Secondary Level,11.1
West Bengal,Rural,Person,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,103.1
West Bengal,Rural,Person,Net Attendance Ratio,Primary And Upper Primary/Middle Level,92.0
West Bengal,Rural,Person,Gross Attendance Ratio,Primary Level,101.7
West Bengal,Rural,Person,Net Attendance Ratio,Primary Level,88.8
West Bengal,Rural,Person,Gross Attendance Ratio,Secondary Level,91.5
West Bengal,Rural,Person,Net Attendance Ratio,Secondary Level,58.5
West Bengal,Rural,Person,Gross Attendance Ratio,Upper Primary/Middle Level,105.3
West Bengal,Rural,Person,Net Attendance Ratio,Upper Primary/Middle Level,78.1
West Bengal,Total,Female,Gross Attendance Ratio,Higher Secondary Level,64.8
West Bengal,Total,Female,Net Attendance Ratio,Higher Secondary Level,40.1
West Bengal,Total,Female,Gross Attendance Ratio,Post Higher Secondary Level,16.2
West Bengal,Total,Female,Net Attendance Ratio,Post Higher Secondary Level,13.7
West Bengal,Total,Female,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,106.5
West Bengal,Total,Female,Net Attendance Ratio,Primary And Upper Primary/Middle Level,93.6
West Bengal,Total,Female,Gross Attendance Ratio,Primary Level,101.5
West Bengal,Total,Female,Net Attendance Ratio,Primary Level,88.5
West Bengal,Total,Female,Gross Attendance Ratio,Secondary Level,101.9
West Bengal,Total,Female,Net Attendance Ratio,Secondary Level,62.8
West Bengal,Total,Female,Gross Attendance Ratio,Upper Primary/Middle Level,115.0
West Bengal,Total,Female,Net Attendance Ratio,Upper Primary/Middle Level,82.1
West Bengal,Total,Male,Gross Attendance Ratio,Higher Secondary Level,54.4
West Bengal,Total,Male,Net Attendance Ratio,Higher Secondary Level,32.9
West Bengal,Total,Male,Gross Attendance Ratio,Post Higher Secondary Level,21.3
West Bengal,Total,Male,Net Attendance Ratio,Post Higher Secondary Level,18.1
West Bengal,Total,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,99.9
West Bengal,Total,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,90.3
West Bengal,Total,Male,Gross Attendance Ratio,Primary Level,101.8
West Bengal,Total,Male,Net Attendance Ratio,Primary Level,88.3
West Bengal,Total,Male,Gross Attendance Ratio,Secondary Level,83.5
West Bengal,Total,Male,Net Attendance Ratio,Secondary Level,57.8
West Bengal,Total,Male,Gross Attendance Ratio,Upper Primary/Middle Level,97.2
West Bengal,Total,Male,Net Attendance Ratio,Upper Primary/Middle Level,74.3
West Bengal,Total,Person,Gross Attendance Ratio,Higher Secondary Level,59.3
West Bengal,Total,Person,Net Attendance Ratio,Higher Secondary Level,36.3
West Bengal,Total,Person,Gross Attendance Ratio,Post Higher Secondary Level,18.7
West Bengal,Total,Person,Net Attendance Ratio,Post Higher Secondary Level,15.8
West Bengal,Total,Person,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,103.0
West Bengal,Total,Person,Net Attendance Ratio,Primary And Upper Primary/Middle Level,91.9
West Bengal,Total,Person,Gross Attendance Ratio,Primary Level,101.6
West Bengal,Total,Person,Net Attendance Ratio,Primary Level,88.4
West Bengal,Total,Person,Gross Attendance Ratio,Secondary Level,92.4
West Bengal,Total,Person,Net Attendance Ratio,Secondary Level,60.2
West Bengal,Total,Person,Gross Attendance Ratio,Upper Primary/Middle Level,105.2
West Bengal,Total,Person,Net Attendance Ratio,Upper Primary/Middle Level,77.8
West Bengal,Urban,Female,Gross Attendance Ratio,Higher Secondary Level,72.4
West Bengal,Urban,Female,Net Attendance Ratio,Higher Secondary Level,42.4
West Bengal,Urban,Female,Gross Attendance Ratio,Post Higher Secondary Level,29.8
West Bengal,Urban,Female,Net Attendance Ratio,Post Higher Secondary Level,25.3
West Bengal,Urban,Female,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,104.0
West Bengal,Urban,Female,Net Attendance Ratio,Primary And Upper Primary/Middle Level,92.1
West Bengal,Urban,Female,Gross Attendance Ratio,Primary Level,101.8
West Bengal,Urban,Female,Net Attendance Ratio,Primary Level,87.6
West Bengal,Urban,Female,Gross Attendance Ratio,Secondary Level,103.7
West Bengal,Urban,Female,Net Attendance Ratio,Secondary Level,66.5
West Bengal,Urban,Female,Gross Attendance Ratio,Upper Primary/Middle Level,107.9
West Bengal,Urban,Female,Net Attendance Ratio,Upper Primary/Middle Level,81.7
West Bengal,Urban,Male,Gross Attendance Ratio,Higher Secondary Level,64.4
West Bengal,Urban,Male,Net Attendance Ratio,Higher Secondary Level,30.7
West Bengal,Urban,Male,Gross Attendance Ratio,Post Higher Secondary Level,37.0
West Bengal,Urban,Male,Net Attendance Ratio,Post Higher Secondary Level,31.5
West Bengal,Urban,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,101.7
West Bengal,Urban,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,90.9
West Bengal,Urban,Male,Gross Attendance Ratio,Primary Level,101.2
West Bengal,Urban,Male,Net Attendance Ratio,Primary Level,86.1
West Bengal,Urban,Male,Gross Attendance Ratio,Secondary Level,87.8
West Bengal,Urban,Male,Net Attendance Ratio,Secondary Level,63.8
West Bengal,Urban,Male,Gross Attendance Ratio,Upper Primary/Middle Level,102.3
West Bengal,Urban,Male,Net Attendance Ratio,Upper Primary/Middle Level,72.8
West Bengal,Urban,Person,Gross Attendance Ratio,Higher Secondary Level,68.2
West Bengal,Urban,Person,Net Attendance Ratio,Higher Secondary Level,36.3
West Bengal,Urban,Person,Gross Attendance Ratio,Post Higher Secondary Level,33.3
West Bengal,Urban,Person,Net Attendance Ratio,Post Higher Secondary Level,28.4
West Bengal,Urban,Person,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,102.8
West Bengal,Urban,Person,Net Attendance Ratio,Primary And Upper Primary/Middle Level,91.5
West Bengal,Urban,Person,Gross Attendance Ratio,Primary Level,101.5
West Bengal,Urban,Person,Net Attendance Ratio,Primary Level,86.8
West Bengal,Urban,Person,Gross Attendance Ratio,Secondary Level,94.8
West Bengal,Urban,Person,Net Attendance Ratio,Secondary Level,65.0
West Bengal,Urban,Person,Gross Attendance Ratio,Upper Primary/Middle Level,104.9
West Bengal,Urban,Person,Net Attendance Ratio,Upper Primary/Middle Level,76.8
Jharkhand,Rural,Female,Gross Attendance Ratio,Higher Secondary Level,34.3
Jharkhand,Rural,Female,Net Attendance Ratio,Higher Secondary Level,18.9
Jharkhand,Rural,Female,Gross Attendance Ratio,Post Higher Secondary Level,7.9
Jharkhand,Rural,Female,Net Attendance Ratio,Post Higher Secondary Level,5.6
Jharkhand,Rural,Female,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,103.2
Jharkhand,Rural,Female,Net Attendance Ratio,Primary And Upper Primary/Middle Level,90.2
Jharkhand,Rural,Female,Gross Attendance Ratio,Primary Level,108.8
Jharkhand,Rural,Female,Net Attendance Ratio,Primary Level,85.1
Jharkhand,Rural,Female,Gross Attendance Ratio,Secondary Level,93.2
Jharkhand,Rural,Female,Net Attendance Ratio,Secondary Level,46.6
Jharkhand,Rural,Female,Gross Attendance Ratio,Upper Primary/Middle Level,91.8
Jharkhand,Rural,Female,Net Attendance Ratio,Upper Primary/Middle Level,61.4
Jharkhand,Rural,Male,Gross Attendance Ratio,Higher Secondary Level,54.5
Jharkhand,Rural,Male,Net Attendance Ratio,Higher Secondary Level,27.8
Jharkhand,Rural,Male,Gross Attendance Ratio,Post Higher Secondary Level,17.4
Jharkhand,Rural,Male,Net Attendance Ratio,Post Higher Secondary Level,15.9
Jharkhand,Rural,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,106.5
Jharkhand,Rural,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,92.8
Jharkhand,Rural,Male,Gross Attendance Ratio,Primary Level,113.2
Jharkhand,Rural,Male,Net Attendance Ratio,Primary Level,90.4
Jharkhand,Rural,Male,Gross Attendance Ratio,Secondary Level,84.9
Jharkhand,Rural,Male,Net Attendance Ratio,Secondary Level,50.2
Jharkhand,Rural,Male,Gross Attendance Ratio,Upper Primary/Middle Level,92.4
Jharkhand,Rural,Male,Net Attendance Ratio,Upper Primary/Middle Level,62.7
Jharkhand,Rural,Person,Gross Attendance Ratio,Higher Secondary Level,44.8
Jharkhand,Rural,Person,Net Attendance Ratio,Higher Secondary Level,23.5
Jharkhand,Rural,Person,Gross Attendance Ratio,Post Higher Secondary Level,12.9
Jharkhand,Rural,Person,Net Attendance Ratio,Post Higher Secondary Level,11.0
Jharkhand,Rural,Person,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,104.9
Jharkhand,Rural,Person,Net Attendance Ratio,Primary And Upper Primary/Middle Level,91.6
Jharkhand,Rural,Person,Gross Attendance Ratio,Primary Level,111.2
Jharkhand,Rural,Person,Net Attendance Ratio,Primary Level,87.9
Jharkhand,Rural,Person,Gross Attendance Ratio,Secondary Level,88.4
Jharkhand,Rural,Person,Net Attendance Ratio,Secondary Level,48.7
Jharkhand,Rural,Person,Gross Attendance Ratio,Upper Primary/Middle Level,92.1
Jharkhand,Rural,Person,Net Attendance Ratio,Upper Primary/Middle Level,62.1
Jharkhand,Total,Female,Gross Attendance Ratio,Higher Secondary Level,42.2
Jharkhand,Total,Female,Net Attendance Ratio,Higher Secondary Level,24.7
Jharkhand,Total,Female,Gross Attendance Ratio,Post Higher Secondary Level,15.6
Jharkhand,Total,Female,Net Attendance Ratio,Post Higher Secondary Level,11.0
Jharkhand,Total,Female,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,103.9
Jharkhand,Total,Female,Net Attendance Ratio,Primary And Upper Primary/Middle Level,89.4
Jharkhand,Total,Female,Gross Attendance Ratio,Primary Level,108.9
Jharkhand,Total,Female,Net Attendance Ratio,Primary Level,85.4
Jharkhand,Total,Female,Gross Attendance Ratio,Secondary Level,91.0
Jharkhand,Total,Female,Net Attendance Ratio,Secondary Level,49.2
Jharkhand,Total,Female,Gross Attendance Ratio,Upper Primary/Middle Level,93.6
Jharkhand,Total,Female,Net Attendance Ratio,Upper Primary/Middle Level,60.7
Jharkhand,Total,Male,Gross Attendance Ratio,Higher Secondary Level,59.4
Jharkhand,Total,Male,Net Attendance Ratio,Higher Secondary Level,32.8
Jharkhand,Total,Male,Gross Attendance Ratio,Post Higher Secondary Level,17.9
Jharkhand,Total,Male,Net Attendance Ratio,Post Higher Secondary Level,16.2
Jharkhand,Total,Male,Gross Attendance Ratio,Primary And Upper Primary/Middle Level,106.6
Jharkhand,Total,Male,Net Attendance Ratio,Primary And Upper Primary/Middle Level,92.8
Jharkhand,Total,Male,Gross Attendance Ratio,Primary Level,115.5
Jharkhand,Total,Male,Net Attendance Ratio,Primary Level,89.7
Jharkhand,Total,Male,Gross Attendance Ratio,Secondary Level,89.2
