State,Residence_Type,Gender,Course type,Institution type,Distribution of students by institution type and course type (%),Sample number of students under survey by institution type and course type
Nagaland,Rural,Persons,Upper Primary,Government,17.5,1250.0
Nagaland,Rural,Persons,Upper Primary,Private aided,1.7,1250.0
Nagaland,Rural,Persons,Upper Primary,Private Unaided,3.0,1250.0
Nagaland,Total,Female,Diploma/Certificate below graduate level,Government,0.9,825.0
Nagaland,Total,Female,Diploma/Certificate below graduate level,Private aided,0.5,825.0
Nagaland,Total,Female,Diploma/Certificate below graduate level,Private Unaided,0.1,825.0
Nagaland,Total,Female,Graduate and above level including diploma,Government,3.4,825.0
Nagaland,Total,Female,Graduate and above level including diploma,Private aided,2.3,825.0
Nagaland,Total,Female,Graduate and above level including diploma,Private Unaided,1.9,825.0
Nagaland,Total,Female,Pre-Primary,Government,2.1,825.0
Nagaland,Total,Female,Pre-Primary,Private aided,2.5,825.0
Nagaland,Total,Female,Pre-Primary,Private Unaided,0.8,825.0
Nagaland,Total,Female,Primary,Government,27.0,825.0
Nagaland,Total,Female,Primary,Private aided,4.2,825.0
Nagaland,Total,Female,Primary,Private Unaided,4.9,825.0
Nagaland,Total,Female,Secondary and Higher Secondary,Government,13.8,825.0
Nagaland,Total,Female,Secondary and Higher Secondary,Private aided,6.5,825.0
Nagaland,Total,Female,Secondary and Higher Secondary,Private Unaided,7.5,825.0
Nagaland,Total,Female,Upper Primary,Government,13.5,825.0
Nagaland,Total,Female,Upper Primary,Private aided,3.7,825.0
Nagaland,Total,Female,Upper Primary,Private Unaided,4.4,825.0
Nagaland,Total,Male,Diploma/Certificate below graduate level,Government,0.8,995.0
Nagaland,Total,Male,Diploma/Certificate below graduate level,Private aided,0.1,995.0
Nagaland,Total,Male,Diploma/Certificate below graduate level,Private Unaided,0.1,995.0
Nagaland,Total,Male,Graduate and above level including diploma,Government,4.4,995.0
Nagaland,Total,Male,Graduate and above level including diploma,Private aided,2.0,995.0
Nagaland,Total,Male,Graduate and above level including diploma,Private Unaided,3.0,995.0
Nagaland,Total,Male,Pre-Primary,Government,5.8,995.0
Nagaland,Total,Male,Pre-Primary,Private aided,0.9,995.0
Nagaland,Total,Male,Pre-Primary,Private Unaided,2.0,995.0
Nagaland,Total,Male,Primary,Government,28.5,995.0
Nagaland,Total,Male,Primary,Private aided,4.0,995.0
Nagaland,Total,Male,Primary,Private Unaided,5.3,995.0
Nagaland,Total,Male,Secondary and Higher Secondary,Government,11.3,995.0
Nagaland,Total,Male,Secondary and Higher Secondary,Private aided,4.5,995.0
Nagaland,Total,Male,Secondary and Higher Secondary,Private Unaided,5.1,995.0
Nagaland,Total,Male,Upper Primary,Government,14.4,995.0
Nagaland,Total,Male,Upper Primary,Private aided,3.3,995.0
Nagaland,Total,Male,Upper Primary,Private Unaided,4.0,995.0
Nagaland,Total,Persons,Diploma/Certificate below graduate level,Government,0.9,1820.0
Nagaland,Total,Persons,Diploma/Certificate below graduate level,Private aided,0.3,1820.0
Nagaland,Total,Persons,Diploma/Certificate below graduate level,Private Unaided,0.1,1820.0
Nagaland,Total,Persons,Graduate and above level including diploma,Government,3.9,1820.0
Nagaland,Total,Persons,Graduate and above level including diploma,Private aided,2.1,1820.0
Nagaland,Total,Persons,Graduate and above level including diploma,Private Unaided,2.5,1820.0
Nagaland,Total,Persons,Pre-Primary,Government,4.2,1820.0
Nagaland,Total,Persons,Pre-Primary,Private aided,1.6,1820.0
Nagaland,Total,Persons,Pre-Primary,Private Unaided,1.5,1820.0
Nagaland,Total,Persons,Primary,Government,27.8,1820.0
Nagaland,Total,Persons,Primary,Private aided,4.1,1820.0
Nagaland,Total,Persons,Primary,Private Unaided,5.1,1820.0
Nagaland,Total,Persons,Secondary and Higher Secondary,Government,12.4,1820.0
Nagaland,Total,Persons,Secondary and Higher Secondary,Private aided,5.4,1820.0
Nagaland,Total,Persons,Secondary and Higher Secondary,Private Unaided,6.2,1820.0
Nagaland,Total,Persons,Upper Primary,Government,14.0,1820.0
Nagaland,Total,Persons,Upper Primary,Private aided,3.5,1820.0
Nagaland,Total,Persons,Upper Primary,Private Unaided,4.2,1820.0
Nagaland,Urban,Female,Diploma/Certificate below graduate level,Government,1.0,257.0
Nagaland,Urban,Female,Diploma/Certificate below graduate level,Private aided,1.0,257.0
Nagaland,Urban,Female,Diploma/Certificate below graduate level,Private Unaided,0.0,257.0
Nagaland,Urban,Female,Graduate and above level including diploma,Government,7.3,257.0
Nagaland,Urban,Female,Graduate and above level including diploma,Private aided,6.4,257.0
Nagaland,Urban,Female,Graduate and above level including diploma,Private Unaided,3.8,257.0
Nagaland,Urban,Female,Pre-Primary,Government,0.1,257.0
Nagaland,Urban,Female,Pre-Primary,Private aided,4.7,257.0
Nagaland,Urban,Female,Pre-Primary,Private Unaided,0.6,257.0
Nagaland,Urban,Female,Primary,Government,4.2,257.0
Nagaland,Urban,Female,Primary,Private aided,7.3,257.0
Nagaland,Urban,Female,Primary,Private Unaided,5.3,257.0
Nagaland,Urban,Female,Secondary and Higher Secondary,Government,5.7,257.0
Nagaland,Urban,Female,Secondary and Higher Secondary,Private aided,15.4,257.0
Nagaland,Urban,Female,Secondary and Higher Secondary,Private Unaided,16.2,257.0
Nagaland,Urban,Female,Upper Primary,Government,7.2,257.0
Nagaland,Urban,Female,Upper Primary,Private aided,7.7,257.0
Nagaland,Urban,Female,Upper Primary,Private Unaided,6.1,257.0
Nagaland,Urban,Male,Diploma/Certificate below graduate level,Government,1.0,313.0
Nagaland,Urban,Male,Diploma/Certificate below graduate level,Private aided,0.4,313.0
Nagaland,Urban,Male,Diploma/Certificate below graduate level,Private Unaided,0.4,313.0
Nagaland,Urban,Male,Graduate and above level including diploma,Government,8.0,313.0
Nagaland,Urban,Male,Graduate and above level including diploma,Private aided,5.4,313.0
Nagaland,Urban,Male,Graduate and above level including diploma,Private Unaided,6.9,313.0
Nagaland,Urban,Male,Pre-Primary,Government,0.6,313.0
Nagaland,Urban,Male,Pre-Primary,Private aided,0.9,313.0
Nagaland,Urban,Male,Pre-Primary,Private Unaided,5.3,313.0
Nagaland,Urban,Male,Primary,Government,7.4,313.0
Nagaland,Urban,Male,Primary,Private aided,6.8,313.0
Nagaland,Urban,Male,Primary,Private Unaided,11.3,313.0
Nagaland,Urban,Male,Secondary and Higher Secondary,Government,5.9,313.0
Nagaland,Urban,Male,Secondary and Higher Secondary,Private aided,9.6,313.0
Nagaland,Urban,Male,Secondary and Higher Secondary,Private Unaided,9.8,313.0
Nagaland,Urban,Male,Upper Primary,Government,4.7,313.0
Nagaland,Urban,Male,Upper Primary,Private aided,7.3,313.0
Nagaland,Urban,Male,Upper Primary,Private Unaided,7.6,313.0
Nagaland,Urban,Persons,Diploma/Certificate below graduate level,Government,1.0,570.0
Nagaland,Urban,Persons,Diploma/Certificate below graduate level,Private aided,0.7,570.0
Nagaland,Urban,Persons,Diploma/Certificate below graduate level,Private Unaided,0.2,570.0
Nagaland,Urban,Persons,Graduate and above level including diploma,Government,7.6,570.0
Nagaland,Urban,Persons,Graduate and above level including diploma,Private aided,5.9,570.0
Nagaland,Urban,Persons,Graduate and above level including diploma,Private Unaided,5.4,570.0
Nagaland,Urban,Persons,Pre-Primary,Government,0.4,570.0
Nagaland,Urban,Persons,Pre-Primary,Private aided,2.8,570.0
Nagaland,Urban,Persons,Pre-Primary,Private Unaided,3.0,570.0
Nagaland,Urban,Persons,Primary,Government,5.8,570.0
Nagaland,Urban,Persons,Primary,Private aided,7.0,570.0
Nagaland,Urban,Persons,Primary,Private Unaided,8.4,570.0
Nagaland,Urban,Persons,Secondary and Higher Secondary,Government,5.8,570.0
Nagaland,Urban,Persons,Secondary and Higher Secondary,Private aided,12.4,570.0
Nagaland,Urban,Persons,Secondary and Higher Secondary,Private Unaided,12.9,570.0
Nagaland,Urban,Persons,Upper Primary,Government,5.9,570.0
Nagaland,Urban,Persons,Upper Primary,Private aided,7.5,570.0
Nagaland,Urban,Persons,Upper Primary,Private Unaided,6.9,570.0
Manipur,Rural,Female,Diploma/Certificate below graduate level,Government,1.1,858.0
Manipur,Rural,Female,Diploma/Certificate below graduate level,Private aided,0.1,858.0
Manipur,Rural,Female,Diploma/Certificate below graduate level,Private Unaided,0.2,858.0
Manipur,Rural,Female,Graduate and above level including diploma,Government,5.6,858.0
Manipur,Rural,Female,Graduate and above level including diploma,Private aided,0.2,858.0
Manipur,Rural,Female,Graduate and above level including diploma,Private Unaided,1.7,858.0
Manipur,Rural,Female,Pre-Primary,Government,5.9,858.0
Manipur,Rural,Female,Pre-Primary,Private aided,0.0,858.0
Manipur,Rural,Female,Pre-Primary,Private Unaided,4.1,858.0
Manipur,Rural,Female,Primary,Government,17.5,858.0
Manipur,Rural,Female,Primary,Private aided,2.1,858.0
Manipur,Rural,Female,Primary,Private Unaided,18.5,858.0
Manipur,Rural,Female,Secondary and Higher Secondary,Government,9.9,858.0
Manipur,Rural,Female,Secondary and Higher Secondary,Private aided,0.7,858.0
Manipur,Rural,Female,Secondary and Higher Secondary,Private Unaided,13.0,858.0
Manipur,Rural,Female,Upper Primary,Government,9.7,858.0
Manipur,Rural,Female,Upper Primary,Private aided,0.7,858.0
Manipur,Rural,Female,Upper Primary,Private Unaided,9.3,858.0
Manipur,Rural,Male,Diploma/Certificate below graduate level,Government,0.6,1118.0
Manipur,Rural,Male,Diploma/Certificate below graduate level,Private aided,0.0,1118.0
Manipur,Rural,Male,Diploma/Certificate below graduate level,Private Unaided,0.1,1118.0
Manipur,Rural,Male,Graduate and above level including diploma,Government,6.7,1118.0
Manipur,Rural,Male,Graduate and above level including diploma,Private aided,0.2,1118.0
Manipur,Rural,Male,Graduate and above level including diploma,Private Unaided,2.3,1118.0
Manipur,Rural,Male,Pre-Primary,Government,4.5,1118.0
Manipur,Rural,Male,Pre-Primary,Private aided,0.0,1118.0
Manipur,Rural,Male,Pre-Primary,Private Unaided,4.2,1118.0
Manipur,Rural,Male,Primary,Government,20.3,1118.0
Manipur,Rural,Male,Primary,Private aided,1.5,1118.0
Manipur,Rural,Male,Primary,Private Unaided,22.7,1118.0
Manipur,Rural,Male,Secondary and Higher Secondary,Government,6.5,1118.0
Manipur,Rural,Male,Secondary and Higher Secondary,Private aided,1.3,1118.0
Manipur,Rural,Male,Secondary and Higher Secondary,Private Unaided,12.5,1118.0
Manipur,Rural,Male,Upper Primary,Government,5.9,1118.0
Manipur,Rural,Male,Upper Primary,Private aided,0.8,1118.0
Manipur,Rural,Male,Upper Primary,Private Unaided,9.9,1118.0
Manipur,Rural,Persons,Diploma/Certificate below graduate level,Government,0.8,1976.0
Manipur,Rural,Persons,Diploma/Certificate below graduate level,Private aided,0.0,1976.0
Manipur,Rural,Persons,Diploma/Certificate below graduate level,Private Unaided,0.1,1976.0
Manipur,Rural,Persons,Graduate and above level including diploma,Government,6.2,1976.0
Manipur,Rural,Persons,Graduate and above level including diploma,Private aided,0.2,1976.0
Manipur,Rural,Persons,Graduate and above level including diploma,Private Unaided,2.0,1976.0
Manipur,Rural,Persons,Pre-Primary,Government,5.1,1976.0
Manipur,Rural,Persons,Pre-Primary,Private aided,0.0,1976.0
Manipur,Rural,Persons,Pre-Primary,Private Unaided,4.2,1976.0
Manipur,Rural,Persons,Primary,Government,19.1,1976.0
Manipur,Rural,Persons,Primary,Private aided,1.7,1976.0
Manipur,Rural,Persons,Primary,Private Unaided,20.9,1976.0
Manipur,Rural,Persons,Secondary and Higher Secondary,Government,8.0,1976.0
Manipur,Rural,Persons,Secondary and Higher Secondary,Private aided,1.0,1976.0
Manipur,Rural,Persons,Secondary and Higher Secondary,Private Unaided,12.7,1976.0
Manipur,Rural,Persons,Upper Primary,Government,7.5,1976.0
Manipur,Rural,Persons,Upper Primary,Private aided,0.8,1976.0
Manipur,Rural,Persons,Upper Primary,Private Unaided,9.7,1976.0
Manipur,Total,Female,Diploma/Certificate below graduate level,Government,0.7,1586.0
Manipur,Total,Female,Diploma/Certificate below graduate level,Private aided,0.0,1586.0
Manipur,Total,Female,Diploma/Certificate below graduate level,Private Unaided,0.2,1586.0
Manipur,Total,Female,Graduate and above level including diploma,Government,6.8,1586.0
Manipur,Total,Female,Graduate and above level including diploma,Private aided,0.4,1586.0
Manipur,Total,Female,Graduate and above level including diploma,Private Unaided,1.4,1586.0
Manipur,Total,Female,Pre-Primary,Government,4.2,1586.0
Manipur,Total,Female,Pre-Primary,Private aided,0.3,1586.0
Manipur,Total,Female,Pre-Primary,Private Unaided,5.0,1586.0
Manipur,Total,Female,Primary,Government,13.0,1586.0
Manipur,Total,Female,Primary,Private aided,2.2,1586.0
Manipur,Total,Female,Primary,Private Unaided,22.0,1586.0
Manipur,Total,Female,Secondary and Higher Secondary,Government,8.5,1586.0
Manipur,Total,Female,Secondary and Higher Secondary,Private aided,1.2,1586.0
Manipur,Total,Female,Secondary and Higher Secondary,Private Unaided,14.9,1586.0
Manipur,Total,Female,Upper Primary,Government,7.6,1586.0
Manipur,Total,Female,Upper Primary,Private aided,0.8,1586.0
Manipur,Total,Female,Upper Primary,Private Unaided,10.7,1586.0
Manipur,Total,Male,Diploma/Certificate below graduate level,Government,0.5,2082.0
Manipur,Total,Male,Diploma/Certificate below graduate level,Private aided,0.0,2082.0
Manipur,Total,Male,Diploma/Certificate below graduate level,Private Unaided,0.1,2082.0
Manipur,Total,Male,Graduate and above level including diploma,Government,7.8,2082.0
Manipur,Total,Male,Graduate and above level including diploma,Private aided,0.4,2082.0
Manipur,Total,Male,Graduate and above level including diploma,Private Unaided,2.2,2082.0
Manipur,Total,Male,Pre-Primary,Government,3.9,2082.0
Manipur,Total,Male,Pre-Primary,Private aided,0.1,2082.0
Manipur,Total,Male,Pre-Primary,Private Unaided,5.0,2082.0
Manipur,Total,Male,Primary,Government,16.1,2082.0
Manipur,Total,Male,Primary,Private aided,1.9,2082.0
Manipur,Total,Male,Primary,Private Unaided,24.0,2082.0
Manipur,Total,Male,Secondary and Higher Secondary,Government,5.7,2082.0
Manipur,Total,Male,Secondary and Higher Secondary,Private aided,1.4,2082.0
Manipur,Total,Male,Secondary and Higher Secondary,Private Unaided,13.3,2082.0
Manipur,Total,Male,Upper Primary,Government,4.8,2082.0
Manipur,Total,Male,Upper Primary,Private aided,1.0,2082.0
Manipur,Total,Male,Upper Primary,Private Unaided,11.8,2082.0
Manipur,Total,Persons,Diploma/Certificate below graduate level,Government,0.6,3668.0
Manipur,Total,Persons,Diploma/Certificate below graduate level,Private aided,0.0,3668.0
Manipur,Total,Persons,Diploma/Certificate below graduate level,Private Unaided,0.1,3668.0
Manipur,Total,Persons,Graduate and above level including diploma,Government,7.3,3668.0
Manipur,Total,Persons,Graduate and above level including diploma,Private aided,0.4,3668.0
Manipur,Total,Persons,Graduate and above level including diploma,Private Unaided,1.9,3668.0
Manipur,Total,Persons,Pre-Primary,Government,4.0,3668.0
Manipur,Total,Persons,Pre-Primary,Private aided,0.2,3668.0
Manipur,Total,Persons,Pre-Primary,Private Unaided,5.0,3668.0
Manipur,Total,Persons,Primary,Government,14.8,3668.0
Manipur,Total,Persons,Primary,Private aided,2.0,3668.0
Manipur,Total,Persons,Primary,Private Unaided,23.1,3668.0
Manipur,Total,Persons,Secondary and Higher Secondary,Government,6.9,3668.0
Manipur,Total,Persons,Secondary and Higher Secondary,Private aided,1.3,3668.0
Manipur,Total,Persons,Secondary and Higher Secondary,Private Unaided,13.9,3668.0
Manipur,Total,Persons,Upper Primary,Government,6.0,3668.0
Manipur,Total,Persons,Upper Primary,Private aided,0.9,3668.0
Manipur,Total,Persons,Upper Primary,Private Unaided,11.3,3668.0
Manipur,Urban,Female,Diploma/Certificate below graduate level,Government,0.1,728.0
Manipur,Urban,Female,Diploma/Certificate below graduate level,Private aided,0.0,728.0
Manipur,Urban,Female,Diploma/Certificate below graduate level,Private Unaided,0.4,728.0
Manipur,Urban,Female,Graduate and above level including diploma,Government,9.1,728.0
Manipur,Urban,Female,Graduate and above level including diploma,Private aided,0.6,728.0
Manipur,Urban,Female,Graduate and above level including diploma,Private Unaided,0.9,728.0
Manipur,Urban,Female,Pre-Primary,Government,1.0,728.0
Manipur,Urban,Female,Pre-Primary,Private aided,1.0,728.0
Manipur,Urban,Female,Pre-Primary,Private Unaided,6.8,728.0
Manipur,Urban,Female,Primary,Government,4.3,728.0
Manipur,Urban,Female,Primary,Private aided,2.4,728.0
Manipur,Urban,Female,Primary,Private Unaided,28.9,728.0
Manipur,Urban,Female,Secondary and Higher Secondary,Government,5.8,728.0
Manipur,Urban,Female,Secondary and Higher Secondary,Private aided,2.2,728.0
Manipur,Urban,Female,Secondary and Higher Secondary,Private Unaided,18.6,728.0
Manipur,Urban,Female,Upper Primary,Government,3.6,728.0
Manipur,Urban,Female,Upper Primary,Private aided,1.1,728.0
Manipur,Urban,Female,Upper Primary,Private Unaided,13.3,728.0
Manipur,Urban,Male,Diploma/Certificate below graduate level,Government,0.3,964.0
Manipur,Urban,Male,Diploma/Certificate below graduate level,Private aided,0.0,964.0
Manipur,Urban,Male,Diploma/Certificate below graduate level,Private Unaided,0.0,964.0
Manipur,Urban,Male,Graduate and above level including diploma,Government,9.8,964.0
Manipur,Urban,Male,Graduate and above level including diploma,Private aided,0.8,964.0
Manipur,Urban,Male,Graduate and above level including diploma,Private Unaided,2.0,964.0
Manipur,Urban,Male,Pre-Primary,Government,2.6,964.0
Manipur,Urban,Male,Pre-Primary,Private aided,0.3,964.0
Manipur,Urban,Male,Pre-Primary,Private Unaided,6.5,964.0
Manipur,Urban,Male,Primary,Government,8.2,964.0
Manipur,Urban,Male,Primary,Private aided,2.8,964.0
Manipur,Urban,Male,Primary,Private Unaided,26.3,964.0
Manipur,Urban,Male,Secondary and Higher Secondary,Government,4.2,964.0
Manipur,Urban,Male,Secondary and Higher Secondary,Private aided,1.7,964.0
Manipur,Urban,Male,Secondary and Higher Secondary,Private Unaided,14.8,964.0
Manipur,Urban,Male,Upper Primary,Government,2.8,964.0
Manipur,Urban,Male,Upper Primary,Private aided,1.4,964.0
Manipur,Urban,Male,Upper Primary,Private Unaided,15.4,964.0
Manipur,Urban,Persons,Diploma/Certificate below graduate level,Government,0.2,1692.0
Manipur,Urban,Persons,Diploma/Certificate below graduate level,Private aided,0.0,1692.0
Manipur,Urban,Persons,Diploma/Certificate below graduate level,Private Unaided,0.2,1692.0
Manipur,Urban,Persons,Graduate and above level including diploma,Government,9.5,1692.0
Manipur,Urban,Persons,Graduate and above level including diploma,Private aided,0.7,1692.0
