State,Residence_Type,Age group,Gender,Labour force participation rate according to usual status (ps+ss),Worker population rate according to usual status (ps+ss), unemployment rate according to usual status (ps+ss)
Andaman,Urban,15-59 years,Male,89.2,85.9,3.7
Andaman,Urban,15-59 years,Person,64.2,56.3,12.3
Andaman,Rural,15 years and above,Male,79.4,74.1,6.7
Andaman,Rural,15 years and above,Person,55,47,14.6
Andaman,Total,15 years and above,Female,31.2,20.1,35.7
Andaman,Total,15 years and above,Male,81.2,76.9,5.3
Andaman,Total,15 years and above,Person,56.7,49.1,13.5
Andaman,Urban,15 years and above,Female,31.2,19.3,38.2
Andaman,Urban,15 years and above,Male,83.5,80.5,3.5
Andaman,Urban,15 years and above,Person,59.2,52.1,12
Andaman,Rural,All Ages,Female,23.9,15.8,34.2
Andaman,Rural,All Ages,Male,62.1,57.9,6.7
Andaman,Rural,All Ages,Person,42.5,36.3,14.6
Andaman,Total,All Ages,Female,24.3,15.6,35.7
Andaman,Total,All Ages,Male,63.5,60.1,5.3
Andaman,Total,All Ages,Person,44.2,38.3,13.5
Andaman,Urban,All Ages,Female,24.8,15.4,38.2
Andaman,Urban,All Ages,Male,65.4,63.1,3.5
Andaman,Urban,All Ages,Person,46.7,41.1,12
Andaman,Rural,15-29 years,Female,52.8,20.6,60.9
Andaman,Rural,15-29 years,Male,57.4,45.2,21.2
Andaman,Rural,15-29 years,Person,55.4,34.8,37.2
Andaman,Total,15-29 years,Female,42.3,17,59.9
Andaman,Total,15-29 years,Male,63.4,50.6,20.2
Andaman,Total,15-29 years,Person,53.9,35.5,34.2
Andaman,Urban,15-29 years,Female,29.8,12.6,57.6
Andaman,Urban,15-29 years,Male,72.8,59,19
Andaman,Urban,15-29 years,Person,51.9,36.4,29.8
Andaman,Rural,15-59 years,Female,42.9,31,27.8
Andaman,Rural,15-59 years,Male,81.5,76.2,6.5
Andaman,Rural,15-59 years,Person,63.5,55.1,13.2
Andaman,Total,15-59 years,Female,40.8,29.3,28.2
Andaman,Total,15-59 years,Male,84.4,79,6.4
Andaman,Total,15-59 years,Person,63.8,55.5,13
Andaman,Urban,15-59 years,Female,37.9,27,28.9
Andaman,Urban,15-59 years,Male,88.4,82.9,6.2
Andaman,Urban,15-59 years,Person,64.1,56,12.7
Andaman,Rural,15 years and above,Female,36.7,26.7,27.1
Andaman,Rural,15 years and above,Male,71.8,67.3,6.3
Andaman,Rural,15 years and above,Person,55.3,48.2,12.8
Andaman,Total,15 years and above,Female,35.9,25.9,27.7
Andaman,Total,15 years and above,Male,75.9,71.2,6.3
Andaman,Total,15 years and above,Person,57,49.8,12.6
Andaman,Urban,15 years and above,Female,34.7,24.8,28.6
Andaman,Urban,15 years and above,Male,81.9,76.7,6.3
Andaman,Urban,15 years and above,Person,59.6,52.2,12.4
Andaman,Rural,all ages,Female,29.8,21.9,26.5
Andaman,Rural,all ages,Male,59.1,55.4,6.3
Andaman,Rural,all ages,Person,45.1,39.4,12.7
Andaman,Total,all ages,Female,29.2,21.2,27.3
Andaman,Total,all ages,Male,62.1,58.2,6.3
Andaman,Total,all ages,Person,46.4,40.6,12.6
Andaman,Urban,all ages,Female,28.2,20.2,28.6
Andaman,Urban,all ages,Male,66.3,62.1,6.3
Andaman,Urban,all ages,Person,48.3,42.3,12.4
Telangana,Rural,15-29 years,Female,28.3,22.5,20.6
Telangana,Rural,15-29 years,Male,54.2,38.6,28.9
Telangana,Rural,15-29 years,Person,40.9,30.3,25.9
Telangana,Total,15-29 years,Female,25.1,18.3,27.1
Telangana,Total,15-29 years,Male,56.5,40.9,27.6
Telangana,Total,15-29 years,Person,40.7,29.5,27.4
Telangana,Urban,15-29 years,Female,21,12.9,38.3
Telangana,Urban,15-29 years,Male,59.1,43.6,26.3
Telangana,Urban,15-29 years,Person,40.4,28.6,29.4
Telangana,Rural,15-59 years,Female,52.2,49.5,5.1
Telangana,Rural,15-59 years,Male,80,73.2,8.6
Telangana,Rural,15-59 years,Person,65.6,60.9,7.2
Telangana,Total,15-59 years,Female,41.5,38,8.6
Telangana,Total,15-59 years,Male,79.6,72.5,8.9
Telangana,Total,15-59 years,Person,60.2,54.9,8.8
Telangana,Urban,15-59 years,Female,26.8,22,17.8
Telangana,Urban,15-59 years,Male,79,71.6,9.4
Telangana,Urban,15-59 years,Person,53.2,47.1,11.5
Telangana,Rural,15 years and above,Male,71.9,66.2,7.9
Telangana,Rural,15 years and above,Person,59.4,55.4,6.6
Telangana,Total,15 years and above,Female,38.3,35.2,8
Telangana,Total,15 years and above,Male,72.4,66.4,8.4
Telangana,Total,15 years and above,Person,55.1,50.6,8.3
Telangana,Urban,15 years and above,Female,24.6,20.4,17.3
Telangana,Urban,15 years and above,Male,73.2,66.6,9
Telangana,Urban,15 years and above,Person,49.3,43.8,11
Telangana,Rural,All Ages,Female,38.7,36.9,4.7
Telangana,Rural,All Ages,Male,56.1,51.5,8.2
Telangana,Rural,All Ages,Person,47.3,44.1,6.8
Telangana,Total,All Ages,Female,30.8,28.3,8.1
Telangana,Total,All Ages,Male,56.8,52,8.6
Telangana,Total,All Ages,Person,43.8,40.1,8.4
Telangana,Urban,All Ages,Female,19.6,16.1,17.7
Telangana,Urban,All Ages,Male,57.8,52.6,9
Telangana,Urban,All Ages,Person,39,34.6,11.2
Telangana,Rural,15-29 years,Female,32.7,26.5,18.9
Telangana,Rural,15-29 years,Male,57.5,43.4,24.5
Telangana,Rural,15-29 years,Person,44.9,34.8,22.4
Telangana,Total,15-29 years,Female,29.7,23.3,21.5
Telangana,Total,15-29 years,Male,58.8,43.9,25.4
Telangana,Total,15-29 years,Person,44.7,33.9,24.2
Telangana,Urban,15-29 years,Female,25.1,18.5,26.6
Telangana,Urban,15-29 years,Male,60.5,44.4,26.6
Telangana,Urban,15-29 years,Person,44.4,32.6,26.6
Telangana,Rural,15-59 years,Female,58.8,56.4,4
Telangana,Rural,15-59 years,Male,81.7,75.9,7.2
Telangana,Rural,15-59 years,Person,69.6,65.6,5.7
Telangana,Total,15-59 years,Female,48.4,45.4,6.1
Telangana,Total,15-59 years,Male,81.2,74.4,8.4
Telangana,Total,15-59 years,Person,64.5,59.7,7.5
Telangana,Urban,15-59 years,Female,31.9,27.9,12.4
Telangana,Urban,15-59 years,Male,80.5,72.4,10
Telangana,Urban,15-59 years,Person,57.2,51,10.7
Telangana,Rural,15 years and above,Female,53.6,51.6,3.7
Telangana,Rural,15 years and above,Male,76.6,71.7,6.3
Telangana,Rural,15 years and above,Person,64.7,61.3,5.2
Telangana,Total,15 years and above,Female,44.3,41.8,5.8
Telangana,Total,15 years and above,Male,75.7,69.9,7.6
Telangana,Total,15 years and above,Person,59.9,55.7,7
Telangana,Urban,15 years and above,Female,29.2,25.7,12
Telangana,Urban,15 years and above,Male,74.5,67.4,9.6
Telangana,Urban,15 years and above,Person,52.7,47.3,10.2
Telangana,Rural,all ages,Female,44.3,42.7,3.7
Telangana,Rural,all ages,Male,61.1,57.3,6.3
Telangana,Rural,all ages,Person,52.6,49.8,5.2
Telangana,Total,all ages,Female,36.2,34.1,5.8
Telangana,Total,all ages,Male,60,55.3,7.7
Telangana,Total,all ages,Person,48.2,44.8,7
Telangana,Urban,all ages,Female,23.3,20.5,12
Telangana,Urban,all ages,Male,58.3,52.7,9.7
Telangana,Urban,all ages,Person,41.6,37.4,10.3
Ladakh,Rural,15-29 years,Female,30.5,25.8,15.2
Ladakh,Rural,15-29 years,Male,58.3,53.5,8.2
Ladakh,Rural,15-29 years,Person,45.1,40.4,10.4
Ladakh,Total,15-29 years,Female,29.1,23,21
Ladakh,Total,15-29 years,Male,56.9,51,10.4
Ladakh,Total,15-29 years,Person,43.7,37.7,13.8
Ladakh,Urban,15-29 years,Female,24,11.9,50.2
Ladakh,Urban,15-29 years,Male,51.4,40.7,20.8
Ladakh,Urban,15-29 years,Person,38.2,26.9,29.7
Ladakh,Rural,15-59 years,Female,39.8,37.2,6.5
Ladakh,Rural,15-59 years,Male,80.4,77.8,3.3
Ladakh,Rural,15-59 years,Person,60.4,57.8,4.3
Ladakh,Total,15-59 years,Female,36.3,32.9,9.4
Ladakh,Total,15-59 years,Male,80,76.9,3.8
Ladakh,Total,15-59 years,Person,58.5,55.3,5.6
Ladakh,Urban,15-59 years,Female,23.3,16.8,27.7
Ladakh,Urban,15-59 years,Male,78.7,73.9,6
Ladakh,Urban,15-59 years,Person,51.6,46,10.8
Ladakh,Rural,15 years and above,Male,78,75.7,2.9
Ladakh,Rural,15 years and above,Person,58.3,56,4
Ladakh,Total,15 years and above,Female,33.8,30.8,8.9
Ladakh,Total,15 years and above,Male,76.6,74,3.5
Ladakh,Total,15 years and above,Person,55.8,52.9,5.1
Ladakh,Urban,15 years and above,Female,20.5,15,27
Ladakh,Urban,15 years and above,Male,71.9,67.9,5.6
Ladakh,Urban,15 years and above,Person,47,42.3,10.1
Ladakh,Rural,All Ages,Female,29.3,27.5,6
Ladakh,Rural,All Ages,Male,58.5,56.8,2.9
Ladakh,Rural,All Ages,Person,44.4,42.7,3.9
Ladakh,Total,All Ages,Female,26.5,24.2,8.8
Ladakh,Total,All Ages,Male,58,56,3.5
Ladakh,Total,All Ages,Person,42.9,40.7,5.1
Ladakh,Urban,All Ages,Female,16.2,11.8,27.2
Ladakh,Urban,All Ages,Male,56.2,53.1,5.6
Ladakh,Urban,All Ages,Person,37,33.2,10.1
Ladakh,Rural,15-29 years,Female,38.3,38.3,0
Ladakh,Rural,15-29 years,Male,39.1,39.1,0
Ladakh,Rural,15-29 years,Person,38.8,38.8,0
Ladakh,Total,15-29 years,Female,35.5,35.5,0
Ladakh,Total,15-29 years,Male,40,40,0
Ladakh,Total,15-29 years,Person,38.1,38.1,0
Ladakh,Urban,15-29 years,Female,19.8,19.8,0
Ladakh,Urban,15-29 years,Male,48.8,48.8,0
Ladakh,Urban,15-29 years,Person,33.3,33.3,0
Ladakh,Rural,15-59 years,Female,58.2,58.2,0
Ladakh,Rural,15-59 years,Male,75.2,75.2,0
Ladakh,Rural,15-59 years,Person,67.6,67.6,0
Ladakh,Total,15-59 years,Female,56.6,56.6,0
Ladakh,Total,15-59 years,Male,76.2,76.1,0.2
Ladakh,Total,15-59 years,Person,67.3,67.2,0.1
Ladakh,Urban,15-59 years,Female,46.7,46.7,0
Ladakh,Urban,15-59 years,Male,82.8,81.5,1.5
Ladakh,Urban,15-59 years,Person,65.8,65.1,1
Ladakh,Rural,15 years and above,Female,52.4,52.4,0
Ladakh,Rural,15 years and above,Male,72.2,72.2,0
Ladakh,Rural,15 years and above,Person,63.1,63.1,0
Ladakh,Total,15 years and above,Female,51.1,51.1,0
Ladakh,Total,15 years and above,Male,72.8,72.6,0.2
Ladakh,Total,15 years and above,Person,62.8,62.7,0.1
Ladakh,Urban,15 years and above,Female,43.2,43.2,0
Ladakh,Urban,15 years and above,Male,77,75.8,1.5
Ladakh,Urban,15 years and above,Person,61.2,60.6,1
Ladakh,Rural,all ages,Female,39.1,39.1,0
Ladakh,Rural,all ages,Male,51.1,51.1,0
Ladakh,Rural,all ages,Person,45.8,45.8,0
Ladakh,Total,all ages,Female,38,38,0
Ladakh,Total,all ages,Male,51.9,51.8,0.2
Ladakh,Total,all ages,Person,45.7,45.6,0.1
Ladakh,Urban,all ages,Female,31.2,31.2,0
Ladakh,Urban,all ages,Male,57.5,56.7,1.5
Ladakh,Urban,all ages,Person,45,44.6,1
Daman,Rural,15-29 years,Female,46.44660589,46.44660589,0
Daman,Rural,15-29 years,Male,72.71214735,70.30581988,3.383897992
Daman,Rural,15-29 years,Person,60.72660835,59.29785142,2.105536528
Daman,Total,15-29 years,Female,26.2863017,25.52504924,1.990967977
Daman,Total,15-29 years,Male,77.96220074,76.32258006,2.208083741
Daman,Total,15-29 years,Person,56.00261945,54.71434605,2.208083741
Daman,Urban,15-29 years,Female,12.28703959,11.07128224,9.819578624
Daman,Urban,15-29 years,Male,80.69072285,79.46848529,1.549556845
Daman,Urban,15-29 years,Person,52.8185543,51.59631674,2.204195419
Daman,Rural,15-59 years,Female,52.1603351,52.1603351,0
Daman,Rural,15-59 years,Male,86.89050881,85.68734508,1.353559197
Daman,Rural,15-59 years,Person,70.42819022,69.75141062,0.902372798
Daman,Total,15-59 years,Female,33.7611022,33.40975491,0.761252462
Daman,Total,15-59 years,Male,88.73335838,87.87210592,0.936926107
Daman,Total,15-59 years,Person,65.46569334,64.8386724,0.878368225
Daman,Urban,15-59 years,Female,21.84536143,21.33100254,2.525034503
Daman,Urban,15-59 years,Male,89.68424265,89.12312387,0.654638575
Daman,Urban,15-59 years,Person,62.45603705,61.89491827,0.888438066
Daman,Rural,15 years and above,Male,83.89338918,82.76542319,1.353559197
Daman,Rural,15 years and above,Person,68.22078847,67.54400887,0.827175065
Daman,Total,15 years and above,Female,32.68091254,32.32956525,0.761252462
Daman,Total,15 years and above,Male,87.03423153,86.23153695,0.878368225
Daman,Total,15 years and above,Person,63.59089284,63.00531403,0.878368225
Daman,Urban,15 years and above,Female,20.81944061,20.30508173,2.525034503
Daman,Urban,15 years and above,Male,88.53888122,87.92452234,0.607878677
Daman,Urban,15 years and above,Person,60.90419542,60.38983654,0.841678168
Daman,Rural,All Ages,Female,37.88225699,37.88225699,0
Daman,Rural,All Ages,Male,64.04773931,63.14536651,1.353559197
Daman,Rural,All Ages,Person,51.72898115,51.27779475,0.827175065
Daman,Total,All Ages,Female,23.78637683,23.55214531,0.761252462
Daman,Total,All Ages,Male,63.84865271,63.32163177,0.878368225
Daman,Total,All Ages,Person,46.86030418,46.39184113,0.878368225
Daman,Urban,All Ages,Female,15.43748275,15.06340356,2.525034503
Daman,Urban,All Ages,Male,64.05552489,63.6346858,0.607878677
Daman,Urban,All Ages,Person,44.43240102,44.05832183,0.841678168
Daman,Rural,15-29 years,Female,55.71784896,55.71784896,0
Daman,Rural,15-29 years,Male,69.6131625,67.92660835,3.050678822
Daman,Rural,15-29 years,Person,63.35033633,62.45745472,2.604238019
Daman,Total,15-29 years,Female,35.29271428,34.17377708,3.978443359
Daman,Total,15-29 years,Male,82.24326355,76.54777956,6.946831279
Daman,Total,15-29 years,Person,65.94865271,61.90721059,6.141442118
Daman,Urban,15-29 years,Female,28.51193608,26.43557211,5.749930994
Daman,Urban,15-29 years,Male,87.21524519,80.34345079,7.979673078
Daman,Urban,15-29 years,Person,68.41473303,63.23277517,7.750955318
Daman,Rural,15-59 years,Female,72.2067759,72.2067759,0
Daman,Rural,15-59 years,Male,84.37412344,82.30288037,2.569661205
Daman,Rural,15-59 years,Person,78.68807688,77.56485647,1.595254404
Daman,Total,15-59 years,Female,47.86838792,47.3710825,1.218937195
Daman,Total,15-59 years,Male,89.78018966,86.47749508,3.778368225
Daman,Total,15-59 years,Person,73.14952586,70.97385221,3.017115763
Daman,Urban,15-59 years,Female,33.75310209,32.90774066,1.950443156
Daman,Urban,15-59 years,Male,92.31664366,88.50736651,4.143076641
Daman,Urban,15-59 years,Person,70.91104977,68.2031711,3.922237557
Daman,Rural,15 years and above,Female,68.5835555,68.5835555,0
Daman,Rural,15 years and above,Male,83.58836023,81.71632623,2.344858938
Daman,Rural,15 years and above,Person,76.59677713,75.52316127,1.545649871
Daman,Total,15 years and above,Female,45.46205048,45.04762929,1.177495076
Daman,Total,15 years and above,Male,88.83692611,85.59278941,3.60269458
Daman,Total,15 years and above,Person,71.08463053,69.00895689,2.958557882
Daman,Urban,15 years and above,Female,31.68601527,30.94713405,1.950443156
Daman,Urban,15 years and above,Male,91.42452234,87.76200509,4.049556845
Daman,Urban,15 years and above,Person,68.7749655,66.16708682,3.828717761
Daman,Rural,all ages,Female,49.60231366,49.60231366,0
Daman,Rural,all ages,Male,66.51660958,64.96937785,2.344858938
Daman,Rural,all ages,Person,58.09864236,57.34982875,1.545649871
Daman,Total,all ages,Female,33.6386724,33.34857758,1.177495076
Daman,Total,all ages,Male,69.84865271,67.38018966,3.60269458
Daman,Total,all ages,Person,54.60808374,52.99096798,2.958557882
Daman,Urban,all ages,Female,24.39389395,23.76149293,1.950443156
Daman,Urban,all ages,Male,71.41804214,68.53608428,4.049556845
Daman,Urban,all ages,Person,53.20088631,51.23328733,3.828717761
