State,Residence_Type,Gender,Age group of children in months,Children without any immunisation (%),Fully immunised children (%),Sample number of children
Puducherry,Urban,boy,0<=AgW6,3.4,0,43
Puducherry,Urban,boy,12<=AgW=23,0,11.8,14
Puducherry,Urban,boy,24<=Age<=35,0,54.2,19
Puducherry,Urban,boy,36<=Age<=47,0,68.1,34
Puducherry,Urban,boy,48<=AgW=59,0,17.7,19
Puducherry,Urban,boy,60<=AgW=71,0,7.8,9
Puducherry,Urban,boy,6<=AgW=11,0,0,64
Puducherry,Urban,boy,all (0-71 months),0.3,33.5,202
Puducherry,Urban,children,0<=AgW6,2,0,43
Puducherry,Urban,children,12<=AgW=23,0,61.3,14
Puducherry,Urban,children,24<=Age<=35,0,53.2,19
Puducherry,Urban,children,36<=Age<=47,0,49.3,34
Puducherry,Urban,children,48<=AgW=59,0,73,19
Puducherry,Urban,children,60<=AgW=71,0,8.3,9
Puducherry,Urban,children,6<=AgW=11,0,1.1,64
Puducherry,Urban,children,all (0-71 months),0.2,38.6,202
Puducherry,Urban,girl,0<=AgW6,0,0,43
Puducherry,Urban,girl,12<=AgW=23,0,79.4,14
Puducherry,Urban,girl,24<=Age<=35,0,46.9,19
Puducherry,Urban,girl,36<=Age<=47,0,12,34
Puducherry,Urban,girl,48<=AgW=59,0,91.8,19
Puducherry,Urban,girl,60<=AgW=71,0,8.9,9
Puducherry,Urban,girl,6<=AgW=11,0,1.7,64
Puducherry,Urban,girl,all (0-71 months),0,44,202
Andaman,Rural,boy,0<=AgW6,0,0,27
Andaman,Rural,boy,12<=AgW=23,0,98,10
Andaman,Rural,boy,24<=AgW=35,0,100,22
Andaman,Rural,boy,36<=Age<=t7,0,96.1,13
Andaman,Rural,boy,48<=Age<=59,0,100,11
Andaman,Rural,boy,60<=Age<=71,19.4,80.6,9
Andaman,Rural,boy,6<=AgW=11,0,17.9,43
Andaman,Rural,boy,all (0-71 months),0.5,84.5,135
Andaman,Rural,children,0<=AgW6,0,0,27
Andaman,Rural,children,12<=AgW=23,0,74.1,10
Andaman,Rural,children,24<=AgW=35,0,91.4,22
Andaman,Rural,children,36<=Age<=t7,0,45.4,13
Andaman,Rural,children,48<=Age<=59,22.3,66.4,11
Andaman,Rural,children,60<=Age<=71,22.7,77.3,9
Andaman,Rural,children,6<=AgW=11,0,16.4,43
Andaman,Rural,children,all (0-71 months),1.6,64.2,135
Andaman,Rural,girl,0<=AgW6,0,0,27
Andaman,Rural,girl,12<=AgW=23,0,25.3,10
Andaman,Rural,girl,24<=AgW=35,0,67.4,22
Andaman,Rural,girl,36<=Age<=t7,0,23,13
Andaman,Rural,girl,48<=Age<=59,28.1,57.8,11
Andaman,Rural,girl,60<=Age<=71,26.2,73.8,9
Andaman,Rural,girl,6<=AgW=11,0,15.4,43
Andaman,Rural,girl,all (0-71 months),3.1,35.9,135
Andaman,Total,boy,0<=AgW6,0,0,57
Andaman,Total,boy,12<=AgW=23,0,97.6,19
Andaman,Total,boy,24<=AgW=35,0,86.6,33
Andaman,Total,boy,36<=Age<=t7,0,35.7,23
Andaman,Total,boy,48<=Age<=59,1.5,59.5,30
Andaman,Total,boy,60<=Age<=71,3.8,95.8,18
Andaman,Total,boy,6<=AgW=11,0,17.1,78
Andaman,Total,boy,all (0-71 months),0.5,68.4,258
Andaman,Total,children,0<=AgW6,0.9,0,57
Andaman,Total,children,12<=AgW=23,0,72.6,19
Andaman,Total,children,24<=AgW=35,0,82.5,33
Andaman,Total,children,36<=Age<=t7,0,50.5,23
Andaman,Total,children,48<=Age<=59,3.8,81.8,30
Andaman,Total,children,60<=Age<=71,5,94.7,18
Andaman,Total,children,6<=AgW=11,0,16,78
Andaman,Total,children,all (0-71 months),1.1,63.2,258
Andaman,Total,girl,0<=AgW6,1.7,0,57
Andaman,Total,girl,12<=AgW=23,0,29.5,19
Andaman,Total,girl,24<=AgW=35,0,70.1,33
Andaman,Total,girl,36<=Age<=t7,0,62.3,23
Andaman,Total,girl,48<=Age<=59,5,92.5,30
Andaman,Total,girl,60<=Age<=71,6.9,93.1,18
Andaman,Total,girl,6<=AgW=11,0,15.3,78
Andaman,Total,girl,all (0-71 months),1.9,57,258
Andaman,Urban,boy,0<=AgW6,0,0,30
Andaman,Urban,boy,12<=AgW=23,0,88.8,9
Andaman,Urban,boy,24<=AgW=35,0,9.7,11
Andaman,Urban,boy,36<=Age<=l7,0,14,10
Andaman,Urban,boy,48<=Age<=59,1.6,55.2,19
Andaman,Urban,boy,60<=Age<=71,0,99.5,9
Andaman,Urban,boy,6<=AgW=11,0,14.8,35
Andaman,Urban,boy,all (0-71 months),0.4,39.8,123
Andaman,Urban,children,0<=AgW6,2.3,0,30
Andaman,Urban,children,12<=AgW=23,0,58.4,9
Andaman,Urban,children,24<=AgW=35,0,24.3,11
Andaman,Urban,children,36<=Age<=l7,0,53.7,10
Andaman,Urban,children,48<=Age<=59,0.6,84.6,19
Andaman,Urban,children,60<=Age<=71,0,99.7,9
Andaman,Urban,children,6<=AgW=11,0,14.8,35
Andaman,Urban,children,all (0-71 months),0.3,61.9,123
Andaman,Urban,girl,0<=AgW6,5.2,0,30
Andaman,Urban,girl,12<=AgW=23,0,47.5,9
Andaman,Urban,girl,24<=AgW=35,0,100,11
Andaman,Urban,girl,36<=Age<=l7,0,98.8,10
Andaman,Urban,girl,48<=Age<=59,0,100,19
Andaman,Urban,girl,60<=Age<=71,0,100,9
Andaman,Urban,girl,6<=AgW=11,0,14.8,35
Andaman,Urban,girl,all (0-71 months),0.3,83.4,123
Telangana,Rural,boy,0<=Age<6,0,0,169
Telangana,Rural,boy,12<=Age<=23,0.1,75.2,56
Telangana,Rural,boy,24<=AgW=35,0.2,85.3,118
Telangana,Rural,boy,36<=AgW=t7,0.4,70.6,141
Telangana,Rural,boy,48<=Age<=59,1,96.3,111
Telangana,Rural,boy,60<=Age<=71,5.3,94.7,52
Telangana,Rural,boy,6<=Age<=11,0,24.8,334
Telangana,Rural,boy,all (0-71 months),0.8,69.3,981
Telangana,Rural,children,0<=Age<6,0,0,169
Telangana,Rural,children,12<=Age<=23,0.1,70.2,56
Telangana,Rural,children,24<=AgW=35,0.7,89.2,118
Telangana,Rural,children,36<=AgW=t7,0.6,76.1,141
Telangana,Rural,children,48<=Age<=59,0.9,96.1,111
Telangana,Rural,children,60<=Age<=71,3.5,96.4,52
Telangana,Rural,children,6<=Age<=11,0,31.5,334
Telangana,Rural,children,all (0-71 months),0.7,68.3,981
Telangana,Rural,girl,0<=Age<6,0,0,169
Telangana,Rural,girl,12<=Age<=23,0,57.2,56
Telangana,Rural,girl,24<=AgW=35,1.3,95.1,118
Telangana,Rural,girl,36<=AgW=t7,0.8,81.7,141
Telangana,Rural,girl,48<=Age<=59,0.7,95.4,111
Telangana,Rural,girl,60<=Age<=71,0,99.7,52
Telangana,Rural,girl,6<=Age<=11,0,38.1,334
Telangana,Rural,girl,all (0-71 months),0.5,67,981
Telangana,Total,boy,0<=Age<6,0,0,291
Telangana,Total,boy,12<=Age<=23,0.1,72,107
Telangana,Total,boy,24<=AgW=35,0.1,79.4,238
Telangana,Total,boy,36<=AgW=t7,0.4,83.4,284
Telangana,Total,boy,48<=Age<=59,0.8,95.1,180
Telangana,Total,boy,60<=Age<=71,3,97,90
Telangana,Total,boy,6<=Age<=11,0,25.6,645
Telangana,Total,boy,all (0-71 months),0.5,69.5,1835
Telangana,Total,children,0<=Age<6,0,0,291
Telangana,Total,children,12<=Age<=23,0.1,65.7,107
Telangana,Total,children,24<=AgW=35,0.3,85.9,238
Telangana,Total,children,36<=AgW=t7,0.4,82.8,284
Telangana,Total,children,48<=Age<=59,0.6,95,180
Telangana,Total,children,60<=Age<=71,1.7,98.2,90
Telangana,Total,children,6<=Age<=11,0,28.8,645
Telangana,Total,children,all (0-71 months),0.4,70.1,1835
Telangana,Total,girl,0<=Age<6,0,0,291
Telangana,Total,girl,12<=Age<=23,0.1,56.8,107
Telangana,Total,girl,24<=AgW=35,0.5,93,238
Telangana,Total,girl,36<=AgW=t7,0.4,82.3,284
Telangana,Total,girl,48<=Age<=59,0.3,94.8,180
Telangana,Total,girl,60<=Age<=71,0,99.9,90
Telangana,Total,girl,6<=Age<=11,0,32,645
Telangana,Total,girl,all (0-71 months),0.3,70.8,1835
Telangana,Urban,boy,0<=Age<6,0,0,122
Telangana,Urban,boy,12<=Age<=23,0,51.7,51
Telangana,Urban,boy,24<=AgW=35,0,74.4,120
Telangana,Urban,boy,36<=AgW=t7,0.4,96.8,143
Telangana,Urban,boy,48<=Age<=59,0,91.4,69
Telangana,Urban,boy,60<=Age<=71,0,100,38
Telangana,Urban,boy,6<=Age<=11,0,26.5,311
Telangana,Urban,boy,all (0-71 months),0.1,69.8,854
Telangana,Urban,children,0<=Age<6,0,0,122
Telangana,Urban,children,12<=Age<=23,0.1,55.1,51
Telangana,Urban,children,24<=AgW=35,0.1,83.6,120
Telangana,Urban,children,36<=AgW=t7,0.2,90.1,143
Telangana,Urban,children,48<=Age<=59,0,93.1,69
Telangana,Urban,children,60<=Age<=71,0,100,38
Telangana,Urban,children,6<=Age<=11,0,25.2,311
Telangana,Urban,children,all (0-71 months),0.1,72.2,854
Telangana,Urban,girl,0<=Age<6,0,0,122
Telangana,Urban,girl,12<=Age<=23,0.2,56.4,51
Telangana,Urban,girl,24<=AgW=35,0.1,91.9,120
Telangana,Urban,girl,36<=AgW=t7,0,82.9,143
Telangana,Urban,girl,48<=Age<=59,0,94.3,69
Telangana,Urban,girl,60<=Age<=71,0,100,38
Telangana,Urban,girl,6<=Age<=11,0,23.9,311
Telangana,Urban,girl,all (0-71 months),0.1,74.4,854
Ladakh,Rural,boy,0<=AgW6,1,0,5.127502454
Ladakh,Rural,boy,12<=AgW=23,0,75.3,1.375102931
Ladakh,Rural,boy,24<=AgW=35,0.2,65.2,4.171922451
Ladakh,Rural,boy,36<=Age<=l7,0,84.8,5.337263918
Ladakh,Rural,boy,48<=Age<=59,6,82.8,5.453798065
Ladakh,Rural,boy,60<=Age<=71,0,76.4,2.377296592
Ladakh,Rural,boy,6<=AgW=11,0.3,13.9,7.178503435
Ladakh,Rural,boy,all (0-71 months),1.9,65.4,31.02138985
Ladakh,Rural,children,0<=AgW6,0.5,0,5.127502454
Ladakh,Rural,children,12<=AgW=23,0,74.1,1.375102931
Ladakh,Rural,children,24<=AgW=35,0.1,73,4.171922451
Ladakh,Rural,children,36<=Age<=l7,1.8,75.3,5.337263918
Ladakh,Rural,children,48<=Age<=59,6.6,79.8,5.453798065
Ladakh,Rural,children,60<=Age<=71,0,74.6,2.377296592
Ladakh,Rural,children,6<=AgW=11,0.3,15.3,7.178503435
Ladakh,Rural,children,all (0-71 months),2,64,31.02138985
Ladakh,Rural,girl,0<=AgW6,0,0,5.127502454
Ladakh,Rural,girl,12<=AgW=23,0,67.9,1.375102931
Ladakh,Rural,girl,24<=AgW=35,0,77.1,4.171922451
Ladakh,Rural,girl,36<=Age<=l7,3.1,69,5.337263918
Ladakh,Rural,girl,48<=Age<=59,7.5,75.1,5.453798065
Ladakh,Rural,girl,60<=Age<=71,0,72.9,2.377296592
Ladakh,Rural,girl,6<=AgW=11,0.4,17,7.178503435
Ladakh,Rural,girl,all (0-71 months),2.2,62.7,31.02138985
Ladakh,Total,boy,0<=AgW6,0.8,0,7.654799318
Ladakh,Total,boy,12<=AgW=23,0,77.6,2.012118678
Ladakh,Total,boy,24<=AgW=35,0.2,66.3,6.342548007
Ladakh,Total,boy,36<=Age<=t7,0.1,82.8,7.720411884
Ladakh,Total,boy,48<=Age<=59,5.3,83.3,7.764153594
Ladakh,Total,boy,60<=Age<=71,0,81.8,3.543078542
Ladakh,Total,boy,6<=AgW=11,0.2,14.3,11.61342411
Ladakh,Total,boy,all (0-71 months),1.6,65.5,46.65053413
Ladakh,Total,children,0<=AgW6,0.4,0,7.654799318
Ladakh,Total,children,12<=AgW=23,0,68.2,2.012118678
Ladakh,Total,children,24<=AgW=35,0.1,73.2,6.342548007
Ladakh,Total,children,36<=Age<=t7,1.6,76.8,7.720411884
Ladakh,Total,children,48<=Age<=59,5.6,80.7,7.764153594
Ladakh,Total,children,60<=Age<=71,0,78.7,3.543078542
Ladakh,Total,children,6<=AgW=11,0.3,15.8,11.61342411
Ladakh,Total,children,all (0-71 months),1.7,64.5,46.65053413
Ladakh,Total,girl,0<=AgW6,0,0,7.654799318
Ladakh,Total,girl,12<=AgW=23,0,42.1,2.012118678
Ladakh,Total,girl,24<=AgW=35,0,77.7,6.342548007
Ladakh,Total,girl,36<=Age<=t7,2.5,72.8,7.720411884
Ladakh,Total,girl,48<=Age<=59,6.2,76.7,7.764153594
Ladakh,Total,girl,60<=Age<=71,0,75.6,3.543078542
Ladakh,Total,girl,6<=AgW=11,0.4,17.7,11.61342411
Ladakh,Total,girl,all (0-71 months),1.8,63.6,46.65053413
Ladakh,Urban,boy,0<=AgW6,0,0,2.347976053
Ladakh,Urban,boy,12<=AgW=23,0,99.1,0.59602469
Ladakh,Urban,boy,24<=AgW=35,0,68.6,2.004810322
Ladakh,Urban,boy,36<=Age<=t7,0.6,72.9,2.239607927
Ladakh,Urban,boy,48<=Age<=59,0.6,86.5,2.185423865
Ladakh,Urban,boy,60<=Age<=71,0,98.7,1.083681255
Ladakh,Urban,boy,6<=AgW=11,0,15.9,4.027681999
Ladakh,Urban,boy,all (0-71 months),0.2,65.7,14.48520611
Ladakh,Urban,children,0<=AgW6,0,0,2.347976053
Ladakh,Urban,children,12<=AgW=23,0,45.4,0.59602469
Ladakh,Urban,children,24<=AgW=35,0,74,2.004810322
Ladakh,Urban,children,36<=Age<=t7,0.2,84.3,2.239607927
Ladakh,Urban,children,48<=Age<=59,0.4,85.5,2.185423865
Ladakh,Urban,children,60<=Age<=71,0,93.8,1.083681255
Ladakh,Urban,children,6<=AgW=11,0.2,17.7,4.027681999
Ladakh,Urban,children,all (0-71 months),0.2,66.8,14.48520611
Ladakh,Urban,girl,0<=AgW6,0,0,2.347976053
Ladakh,Urban,girl,12<=AgW=23,0,17.9,0.59602469
Ladakh,Urban,girl,24<=AgW=35,0,81.4,2.004810322
Ladakh,Urban,girl,36<=Age<=t7,0,91.6,2.239607927
Ladakh,Urban,girl,48<=Age<=59,0,84.1,2.185423865
Ladakh,Urban,girl,60<=Age<=71,0,87.1,1.083681255
Ladakh,Urban,girl,6<=AgW=11,0.5,19.8,4.027681999
Ladakh,Urban,girl,all (0-71 months),0.1,68,14.48520611
Daman,Rural,boy,0<=Age<6,0,0,11
Daman,Rural,boy,0<=AgW6,0,0,8
Daman,Rural,boy,12<=Age<=23,0,97.66887027,13
Daman,Rural,boy,24<=AgW=35,0,34.21496858,7
Daman,Rural,boy,36<=AgWm7,0,75.19773315,15
Daman,Rural,boy,36<=AgW=t7,0,24.80226685,8
Daman,Rural,boy,48<=Age<=59,0,82.36558827,23
Daman,Rural,boy,60<=Age<=71,0,24.80226685,9
Daman,Rural,boy,60<=Age<-71,0,75.19773315,7
Daman,Rural,boy,6<=Age<=11,0,0,12
Daman,Rural,boy,6<=AgW=11,0,23.46169274,17
Daman,Rural,boy,all (0-71 months),0,67.88937539,130
Daman,Rural,children,0<=Age<6,0,0,11
Daman,Rural,children,0<=AgW6,0,0,8
Daman,Rural,children,12<=Age<=23,0,90.85672293,13
Daman,Rural,children,24<=AgW=35,0,8.196552914,7
Daman,Rural,children,36<=AgWm7,0,71.28745103,15
Daman,Rural,children,36<=AgW=t7,0,24.80226685,8
Daman,Rural,children,48<=Age<=59,0,44.83480103,23
Daman,Rural,children,60<=Age<=71,0,24.80226685,9
Daman,Rural,children,60<=Age<-71,0,75.19773315,7
Daman,Rural,children,6<=Age<=11,0,0,12
Daman,Rural,children,6<=AgW=11,0,11.35485771,17
Daman,Rural,children,all (0-71 months),0,49.71395343,130
Daman,Rural,girl,0<=Age<6,0,0,11
Daman,Rural,girl,0<=AgW6,0,0,8
Daman,Rural,girl,12<=Age<=23,0,63.17304916,13
Daman,Rural,girl,24<=AgW=35,0,1.955141062,7
Daman,Rural,girl,36<=AgWm7,0,70.15948503,15
Daman,Rural,girl,36<=AgW=t7,0,24.80226685,8
Daman,Rural,girl,48<=Age<=59,0,20.24418628,23
Daman,Rural,girl,60<=Age<=71,0,24.80226685,9
Daman,Rural,girl,60<=Age<-71,0,75.19773315,7
Daman,Rural,girl,6<=Age<=11,0,0,12
Daman,Rural,girl,6<=AgW=11,0,0,17
Daman,Rural,girl,all (0-71 months),0,34.81531108,130
Daman,Total,boy,0<=Age<6,0,0,26
Daman,Total,boy,0<=AgW6,0,0,18
Daman,Total,boy,12<=Age<=23,0,41.44211832,3
Daman,Total,boy,12<=AgH=23,0,55.57142972,12
Daman,Total,boy,24<=AgW=35,0,51.86542126,23
Daman,Total,boy,36<=AgWm7,0,55.33719819,26
Daman,Total,boy,36<=AgW=t7,0,41.44211832,15
Daman,Total,boy,48<=Age<=59,0,70.32744328,36
Daman,Total,boy,60<=Age<=71,0,41.44211832,10
Daman,Total,boy,60<=Age<-71,0,58.55788168,9
Daman,Total,boy,6<=Age<=11,0,0,25
Daman,Total,boy,6<=AgW=11,0,7.553966737,32
Daman,Total,boy,all (0-71 months),0,50.85104676,235
Daman,Total,children,0<=Age<6,0,0,26
Daman,Total,children,0<=AgW6,0,0,18
Daman,Total,children,12<=Age<=23,0,36.59339048,3
Daman,Total,children,12<=AgH=23,0,52.81920928,12
Daman,Total,children,24<=AgW=35,0,34.85855788,23
Daman,Total,children,36<=AgWm7,0,56.03989277,26
Daman,Total,children,36<=AgW=t7,0,25.40401853,15
Daman,Total,children,48<=Age<=59,0,48.49169086,36
Daman,Total,children,60<=Age<=71,0,41.44211832,10
Daman,Total,children,60<=Age<-71,0,58.55788168,9
Daman,Total,children,6<=Age<=11,0,0,25
Daman,Total,children,6<=AgW=11,0,6.207135458,32
Daman,Total,children,all (0-71 months),0,55.07916624,235
Daman,Total,girl,0<=Age<6,0,0,26
Daman,Total,girl,0<=AgW6,0,0,18
Daman,Total,girl,12<=Age<=23,0,18.60751113,3
Daman,Total,girl,12<=AgH=23,0,40.52205412,12
Daman,Total,girl,24<=AgW=35,0,26.99518346,23
Daman,Total,girl,36<=AgWm7,0,56.2741243,26
Daman,Total,girl,36<=AgW=t7,0,25.27969217,15
Daman,Total,girl,48<=Age<=59,0,28.80481655,36
Daman,Total,girl,60<=Age<=71,0,41.44211832,10
Daman,Total,girl,60<=Age<-71,0,58.55788168,9
Daman,Total,girl,6<=Age<=11,0,0,25
Daman,Total,girl,6<=AgW=11,0,4.333283244,32
Daman,Total,girl,all (0-71 months),0,54.65404187,235
Daman,Urban,boy,0<=Age<6,0,0,15
Daman,Urban,boy,0<=AgW6,0,0,10
Daman,Urban,boy,12<=Age<=23,0,23.426709,2
Daman,Urban,boy,24<=AgW=35,0,58.57073019,16
Daman,Urban,boy,36<=AgWm7,0,43.01910635,11
Daman,Urban,boy,36<=AgW=t7,0,53.24010179,7
Daman,Urban,boy,48<=Age<=59,0,46.75989821,13
Daman,Urban,boy,60<=Age<=71,0,0,1
Daman,Urban,boy,60<=Age<-71,0,46.75989821,2
Daman,Urban,boy,6<=Age<=11,0,0,13
Daman,Urban,boy,6<=AgW=11,0,0,15
Daman,Urban,boy,all (0-71 months),0,29.94754809,105
Daman,Urban,children,0<=Age<6,0,0,15
Daman,Urban,children,0<=AgW6,0,0,10
Daman,Urban,children,12<=Age<=23,0,23.426709,2
Daman,Urban,children,24<=AgW=35,0,41.95426443,16
Daman,Urban,children,36<=AgWm7,0,44.98302208,11
Daman,Urban,children,36<=AgW=t7,0,32.31674179,7
Daman,Urban,children,48<=Age<=59,0,59.05836172,13
Daman,Urban,children,60<=Age<=71,0,53.24010179,1
Daman,Urban,children,60<=Age<-71,0,46.75989821,2
Daman,Urban,children,6<=Age<=11,0,0,13
Daman,Urban,children,6<=AgW=11,0,2.852353791,15
Daman,Urban,children,all (0-71 months),0,59.44829638,105
Daman,Urban,girl,0<=Age<6,0,0,15
Daman,Urban,girl,0<=AgW6,0,0,10
Daman,Urban,girl,12<=Age<=23,0,0,2
Daman,Urban,girl,24<=AgW=35,0,43.62698503,16
Daman,Urban,girl,36<=AgWm7,0,45.82470024,11
Daman,Urban,girl,36<=AgW=t7,0,32.21026158,7
Daman,Urban,girl,48<=Age<=59,0,63.05136936,13
Daman,Urban,girl,60<=Age<=71,0,53.24010179,1
Daman,Urban,girl,60<=Age<-71,0,46.75989821,2
Daman,Urban,girl,6<=Age<=11,0,0,13
Daman,Urban,girl,6<=AgW=11,0,9.071420252,15
Daman,Urban,girl,all (0-71 months),0,68.96824916,105
