State,Residence_Type,Gender,Course type,Distribution of students pursuing various courses (%)
Lakshadweep,Urban,Person,medicine,0
Lakshadweep,Urban,Person,others*,0.2
Lakshadweep,Urban,Person,science,8.3
Lakshadweep,Urban,Person,up to X,85.1
Kerala,Rural,Female,all (incl. n.r.),100
Kerala,Rural,Female,commerce,7.9
Kerala,Rural,Female,courses from ITI/ recognised vocational institutes,1
Kerala,Rural,Female,engineering,2.1
Kerala,Rural,Female,humanities,5.9
Kerala,Rural,Female,IT/ computer courses,0.7
Kerala,Rural,Female,law,0.1
Kerala,Rural,Female,management,0.3
Kerala,Rural,Female,medicine,0.9
Kerala,Rural,Female,others*,3.8
Kerala,Rural,Female,science,8.8
Kerala,Rural,Female,up to X,68.4
Kerala,Rural,Male,all (incl. n.r.),100
Kerala,Rural,Male,commerce,8.8
Kerala,Rural,Male,courses from ITI/ recognised vocational institutes,2.4
Kerala,Rural,Male,engineering,2.8
Kerala,Rural,Male,humanities,4.3
Kerala,Rural,Male,IT/ computer courses,1.4
Kerala,Rural,Male,law,0.2
Kerala,Rural,Male,management,1.2
Kerala,Rural,Male,medicine,0.3
Kerala,Rural,Male,others*,2.9
Kerala,Rural,Male,science,7.4
Kerala,Rural,Male,up to X,68.2
Kerala,Rural,Person,all (incl. n.r.),100
Kerala,Rural,Person,commerce,8.4
Kerala,Rural,Person,courses from ITI/ recognised vocational institutes,1.8
Kerala,Rural,Person,engineering,2.5
Kerala,Rural,Person,humanities,5
Kerala,Rural,Person,IT/ computer courses,1.1
Kerala,Rural,Person,law,0.1
Kerala,Rural,Person,management,0.8
Kerala,Rural,Person,medicine,0.5
Kerala,Rural,Person,others*,3.3
Kerala,Rural,Person,science,8.1
Kerala,Rural,Person,up to X,68.3
Kerala,Total,Female,all (incl. n.r.),100
Kerala,Total,Female,commerce,7.5
Kerala,Total,Female,courses from ITI/ recognised vocational institutes,0.9
Kerala,Total,Female,engineering,1.9
Kerala,Total,Female,humanities,5.2
Kerala,Total,Female,IT/ computer courses,0.6
Kerala,Total,Female,law,0.2
Kerala,Total,Female,management,0.6
Kerala,Total,Female,medicine,2.5
Kerala,Total,Female,others*,3.7
Kerala,Total,Female,science,9.2
Kerala,Total,Female,up to X,67.5
Kerala,Total,Male,all (incl. n.r.),100
Kerala,Total,Male,commerce,8.6
Kerala,Total,Male,courses from ITI/ recognised vocational institutes,2.2
Kerala,Total,Male,engineering,2.9
Kerala,Total,Male,humanities,4.7
Kerala,Total,Male,IT/ computer courses,1.1
Kerala,Total,Male,law,0.1
Kerala,Total,Male,management,1.1
Kerala,Total,Male,medicine,0.2
Kerala,Total,Male,others*,2.7
Kerala,Total,Male,science,7.3
Kerala,Total,Male,up to X,68.9
Kerala,Total,Person,all (incl. n.r.),100
Kerala,Total,Person,commerce,8.1
Kerala,Total,Person,courses from ITI/ recognised vocational institutes,1.6
Kerala,Total,Person,engineering,2.5
Kerala,Total,Person,humanities,5
Kerala,Total,Person,IT/ computer courses,0.8
Kerala,Total,Person,law,0.2
Kerala,Total,Person,management,0.9
Kerala,Total,Person,medicine,1.3
Kerala,Total,Person,others*,3.2
Kerala,Total,Person,science,8.2
Kerala,Total,Person,up to X,68.3
Kerala,Urban,Female,all (incl. n.r.),100
Kerala,Urban,Female,commerce,7.1
Kerala,Urban,Female,courses from ITI/ recognised vocational institutes,0.8
Kerala,Urban,Female,engineering,1.7
Kerala,Urban,Female,humanities,4.5
Kerala,Urban,Female,IT/ computer courses,0.5
Kerala,Urban,Female,law,0.3
Kerala,Urban,Female,management,0.9
Kerala,Urban,Female,medicine,4.3
Kerala,Urban,Female,others*,3.6
Kerala,Urban,Female,science,9.7
Kerala,Urban,Female,up to X,66.6
Kerala,Urban,Male,all (incl. n.r.),100
Kerala,Urban,Male,commerce,8.4
Kerala,Urban,Male,courses from ITI/ recognised vocational institutes,1.9
Kerala,Urban,Male,engineering,3.1
Kerala,Urban,Male,humanities,5.4
Kerala,Urban,Male,IT/ computer courses,0.6
Kerala,Urban,Male,law,0.1
Kerala,Urban,Male,management,0.9
Kerala,Urban,Male,medicine,0.2
Kerala,Urban,Male,others*,2.6
Kerala,Urban,Male,science,7.2
Kerala,Urban,Male,up to X,69.9
Kerala,Urban,Person,all (incl. n.r.),100
Kerala,Urban,Person,commerce,7.7
Kerala,Urban,Person,courses from ITI/ recognised vocational institutes,1.4
Kerala,Urban,Person,engineering,2.4
Kerala,Urban,Person,humanities,4.9
Kerala,Urban,Person,IT/ computer courses,0.5
Kerala,Urban,Person,law,0.2
Kerala,Urban,Person,management,0.9
Kerala,Urban,Person,medicine,2.2
Kerala,Urban,Person,others*,3.1
Kerala,Urban,Person,science,8.4
Kerala,Urban,Person,up to X,68.3
Tamil Nadu,Rural,Female,all (incl. n.r.),100
Tamil Nadu,Rural,Female,commerce,4.6
Tamil Nadu,Rural,Female,courses from ITI/ recognised vocational institutes,0.2
Tamil Nadu,Rural,Female,engineering,2
Tamil Nadu,Rural,Female,humanities,3.4
Tamil Nadu,Rural,Female,IT/ computer courses,0.4
Tamil Nadu,Rural,Female,law,0
Tamil Nadu,Rural,Female,management,0.3
Tamil Nadu,Rural,Female,medicine,0.4
Tamil Nadu,Rural,Female,others*,1.2
Tamil Nadu,Rural,Female,science,13.4
Tamil Nadu,Rural,Female,up to X,74.2
Tamil Nadu,Rural,Male,all (incl. n.r.),100
Tamil Nadu,Rural,Male,commerce,5.7
Tamil Nadu,Rural,Male,courses from ITI/ recognised vocational institutes,1
Tamil Nadu,Rural,Male,engineering,5.3
Tamil Nadu,Rural,Male,humanities,1.2
Tamil Nadu,Rural,Male,IT/ computer courses,0.5
Tamil Nadu,Rural,Male,law,0
Tamil Nadu,Rural,Male,management,0.2
Tamil Nadu,Rural,Male,medicine,0.1
Tamil Nadu,Rural,Male,others*,1.8
Tamil Nadu,Rural,Male,science,15
Tamil Nadu,Rural,Male,up to X,69.1
Tamil Nadu,Rural,Person,all (incl. n.r.),100
Tamil Nadu,Rural,Person,commerce,5.2
Tamil Nadu,Rural,Person,courses from ITI/ recognised vocational institutes,0.6
Tamil Nadu,Rural,Person,engineering,3.7
Tamil Nadu,Rural,Person,humanities,2.2
Tamil Nadu,Rural,Person,IT/ computer courses,0.5
Tamil Nadu,Rural,Person,law,0
Tamil Nadu,Rural,Person,management,0.3
Tamil Nadu,Rural,Person,medicine,0.3
Tamil Nadu,Rural,Person,others*,1.5
Tamil Nadu,Rural,Person,science,14.2
Tamil Nadu,Rural,Person,up to X,71.5
Tamil Nadu,Total,Female,all (incl. n.r.),100
Tamil Nadu,Total,Female,commerce,6.2
Tamil Nadu,Total,Female,courses from ITI/ recognised vocational institutes,0.1
Tamil Nadu,Total,Female,engineering,3
Tamil Nadu,Total,Female,humanities,3.2
Tamil Nadu,Total,Female,IT/ computer courses,0.5
Tamil Nadu,Total,Female,law,0.1
Tamil Nadu,Total,Female,management,0.3
Tamil Nadu,Total,Female,medicine,1.2
Tamil Nadu,Total,Female,others*,1
Tamil Nadu,Total,Female,science,13.9
Tamil Nadu,Total,Female,up to X,70.6
Tamil Nadu,Total,Male,all (incl. n.r.),100
Tamil Nadu,Total,Male,commerce,5.6
Tamil Nadu,Total,Male,courses from ITI/ recognised vocational institutes,1.2
Tamil Nadu,Total,Male,engineering,6.7
Tamil Nadu,Total,Male,humanities,1.1
Tamil Nadu,Total,Male,IT/ computer courses,0.7
Tamil Nadu,Total,Male,law,0.2
Tamil Nadu,Total,Male,management,0.2
Tamil Nadu,Total,Male,medicine,0.3
Tamil Nadu,Total,Male,others*,1.3
Tamil Nadu,Total,Male,science,13.8
Tamil Nadu,Total,Male,up to X,69
Tamil Nadu,Total,Person,all (incl. n.r.),100
Tamil Nadu,Total,Person,commerce,5.9
Tamil Nadu,Total,Person,courses from ITI/ recognised vocational institutes,0.7
Tamil Nadu,Total,Person,engineering,5
Tamil Nadu,Total,Person,humanities,2
Tamil Nadu,Total,Person,IT/ computer courses,0.6
Tamil Nadu,Total,Person,law,0.1
Tamil Nadu,Total,Person,management,0.3
Tamil Nadu,Total,Person,medicine,0.7
Tamil Nadu,Total,Person,others*,1.2
Tamil Nadu,Total,Person,science,13.8
Tamil Nadu,Total,Person,up to X,69.7
Tamil Nadu,Urban,Female,all (incl. n.r.),100
Tamil Nadu,Urban,Female,commerce,8.2
Tamil Nadu,Urban,Female,courses from ITI/ recognised vocational institutes,0.1
Tamil Nadu,Urban,Female,engineering,4.2
Tamil Nadu,Urban,Female,humanities,2.9
Tamil Nadu,Urban,Female,IT/ computer courses,0.7
Tamil Nadu,Urban,Female,law,0.1
Tamil Nadu,Urban,Female,management,0.3
Tamil Nadu,Urban,Female,medicine,2.1
Tamil Nadu,Urban,Female,others*,0.8
Tamil Nadu,Urban,Female,science,14.6
Tamil Nadu,Urban,Female,up to X,66.1
Tamil Nadu,Urban,Male,all (incl. n.r.),100
Tamil Nadu,Urban,Male,commerce,5.5
Tamil Nadu,Urban,Male,courses from ITI/ recognised vocational institutes,1.4
Tamil Nadu,Urban,Male,engineering,8.3
Tamil Nadu,Urban,Male,humanities,0.9
Tamil Nadu,Urban,Male,IT/ computer courses,0.9
Tamil Nadu,Urban,Male,law,0.3
Tamil Nadu,Urban,Male,management,0.3
Tamil Nadu,Urban,Male,medicine,0.4
Tamil Nadu,Urban,Male,others*,0.8
Tamil Nadu,Urban,Male,science,12.4
Tamil Nadu,Urban,Male,up to X,68.9
Tamil Nadu,Urban,Person,all (incl. n.r.),100
Tamil Nadu,Urban,Person,commerce,6.7
Tamil Nadu,Urban,Person,courses from ITI/ recognised vocational institutes,0.8
Tamil Nadu,Urban,Person,engineering,6.5
Tamil Nadu,Urban,Person,humanities,1.8
Tamil Nadu,Urban,Person,IT/ computer courses,0.8
Tamil Nadu,Urban,Person,law,0.2
Tamil Nadu,Urban,Person,management,0.3
Tamil Nadu,Urban,Person,medicine,1.2
Tamil Nadu,Urban,Person,others*,0.8
Tamil Nadu,Urban,Person,science,13.4
Tamil Nadu,Urban,Person,up to X,67.7
Puducherry,Rural,Female,all (incl. n.r.),100
Puducherry,Rural,Female,commerce,14.8
Puducherry,Rural,Female,courses from ITI/ recognised vocational institutes,0
Puducherry,Rural,Female,engineering,1.4
Puducherry,Rural,Female,humanities,0.6
Puducherry,Rural,Female,IT/ computer courses,6.2
Puducherry,Rural,Female,law,0
Puducherry,Rural,Female,management,0
Puducherry,Rural,Female,medicine,1.3
Puducherry,Rural,Female,others*,0
Puducherry,Rural,Female,science,12.8
Puducherry,Rural,Female,up to X,62.9
Puducherry,Rural,Male,all (incl. n.r.),100
Puducherry,Rural,Male,commerce,1.6
Puducherry,Rural,Male,courses from ITI/ recognised vocational institutes,0
Puducherry,Rural,Male,engineering,6.2
Puducherry,Rural,Male,humanities,0
Puducherry,Rural,Male,IT/ computer courses,0.4
Puducherry,Rural,Male,law,0
Puducherry,Rural,Male,management,0
Puducherry,Rural,Male,medicine,1
Puducherry,Rural,Male,others*,0.5
Puducherry,Rural,Male,science,8.8
Puducherry,Rural,Male,up to X,81.4
Puducherry,Rural,Person,all (incl. n.r.),100
Puducherry,Rural,Person,commerce,8.7
Puducherry,Rural,Person,courses from ITI/ recognised vocational institutes,0
Puducherry,Rural,Person,engineering,3.6
Puducherry,Rural,Person,humanities,0.3
Puducherry,Rural,Person,IT/ computer courses,3.5
Puducherry,Rural,Person,law,0
Puducherry,Rural,Person,management,0
Puducherry,Rural,Person,medicine,1.2
Puducherry,Rural,Person,others*,0.2
Puducherry,Rural,Person,science,10.9
Puducherry,Rural,Person,up to X,71.4
Puducherry,Total,Female,all (incl. n.r.),100
Puducherry,Total,Female,commerce,10.4
Puducherry,Total,Female,courses from ITI/ recognised vocational institutes,0.2
Puducherry,Total,Female,engineering,4.1
Puducherry,Total,Female,humanities,1.1
Puducherry,Total,Female,IT/ computer courses,3
Puducherry,Total,Female,law,0.1
Puducherry,Total,Female,management,0.6
Puducherry,Total,Female,medicine,1.7
Puducherry,Total,Female,others*,1
Puducherry,Total,Female,science,12.3
Puducherry,Total,Female,up to X,65.4
Puducherry,Total,Male,all (incl. n.r.),100
Puducherry,Total,Male,commerce,2.2
Puducherry,Total,Male,courses from ITI/ recognised vocational institutes,0.3
Puducherry,Total,Male,engineering,7.6
Puducherry,Total,Male,humanities,0.5
Puducherry,Total,Male,IT/ computer courses,0.3
Puducherry,Total,Male,law,0
Puducherry,Total,Male,management,0.2
Puducherry,Total,Male,medicine,1.2
Puducherry,Total,Male,others*,1.8
Puducherry,Total,Male,science,8.4
Puducherry,Total,Male,up to X,77.6
Puducherry,Total,Person,all (incl. n.r.),100
Puducherry,Total,Person,commerce,6
Puducherry,Total,Person,courses from ITI/ recognised vocational institutes,0.2
Puducherry,Total,Person,engineering,6
Puducherry,Total,Person,humanities,0.8
Puducherry,Total,Person,IT/ computer courses,1.5
Puducherry,Total,Person,law,0
Puducherry,Total,Person,management,0.4
Puducherry,Total,Person,medicine,1.4
Puducherry,Total,Person,others*,1.4
Puducherry,Total,Person,science,10.2
Puducherry,Total,Person,up to X,71.9
Puducherry,Urban,Female,all (incl. n.r.),100
Puducherry,Urban,Female,commerce,6.8
Puducherry,Urban,Female,courses from ITI/ recognised vocational institutes,0.3
Puducherry,Urban,Female,engineering,6.3
Puducherry,Urban,Female,humanities,1.5
Puducherry,Urban,Female,IT/ computer courses,0.4
Puducherry,Urban,Female,law,0.2
Puducherry,Urban,Female,management,1.2
Puducherry,Urban,Female,medicine,2.1
Puducherry,Urban,Female,others*,1.8
Puducherry,Urban,Female,science,12
Puducherry,Urban,Female,up to X,67.4
Puducherry,Urban,Male,all (incl. n.r.),100
Puducherry,Urban,Male,commerce,2.5
Puducherry,Urban,Male,courses from ITI/ recognised vocational institutes,0.4
Puducherry,Urban,Male,engineering,8.3
Puducherry,Urban,Male,humanities,0.7
Puducherry,Urban,Male,IT/ computer courses,0.2
Puducherry,Urban,Male,law,0
Puducherry,Urban,Male,management,0.3
Puducherry,Urban,Male,medicine,1.3
Puducherry,Urban,Male,others*,2.5
Puducherry,Urban,Male,science,8.2
Puducherry,Urban,Male,up to X,75.7
Puducherry,Urban,Person,all (incl. n.r.),100
Puducherry,Urban,Person,commerce,4.3
Puducherry,Urban,Person,courses from ITI/ recognised vocational institutes,0.4
Puducherry,Urban,Person,engineering,7.5
Puducherry,Urban,Person,humanities,1.1
Puducherry,Urban,Person,IT/ computer courses,0.3
Puducherry,Urban,Person,law,0.1
Puducherry,Urban,Person,management,0.7
Puducherry,Urban,Person,medicine,1.6
Puducherry,Urban,Person,others*,2.2
Puducherry,Urban,Person,science,9.8
Puducherry,Urban,Person,up to X,72.2
Andaman,Rural,Female,all (incl. n.r.),100
Andaman,Rural,Female,commerce,1.7
Andaman,Rural,Female,courses from ITI/ recognised vocational institutes,0
Andaman,Rural,Female,engineering,0
Andaman,Rural,Female,humanities,9.7
Andaman,Rural,Female,IT/ computer courses,0
Andaman,Rural,Female,law,0
Andaman,Rural,Female,management,0.1
Andaman,Rural,Female,medicine,0
Andaman,Rural,Female,others*,3.7
Andaman,Rural,Female,science,2.1
Andaman,Rural,Female,up to X,82.7
Andaman,Rural,Male,all (incl. n.r.),100
Andaman,Rural,Male,commerce,1.6
Andaman,Rural,Male,courses from ITI/ recognised vocational institutes,0.3
Andaman,Rural,Male,engineering,0
Andaman,Rural,Male,humanities,11.6
Andaman,Rural,Male,IT/ computer courses,3.7
Andaman,Rural,Male,law,0
Andaman,Rural,Male,management,0
Andaman,Rural,Male,medicine,0
Andaman,Rural,Male,others*,0.9
Andaman,Rural,Male,science,3.9
Andaman,Rural,Male,up to X,78
Andaman,Rural,Person,all (incl. n.r.),100
Andaman,Rural,Person,commerce,1.6
Andaman,Rural,Person,courses from ITI/ recognised vocational institutes,0.1
Andaman,Rural,Person,engineering,0
Andaman,Rural,Person,humanities,10.6
Andaman,Rural,Person,IT/ computer courses,1.8
Andaman,Rural,Person,law,0
Andaman,Rural,Person,management,0.1
Andaman,Rural,Person,medicine,0
Andaman,Rural,Person,others*,2.3
Andaman,Rural,Person,science,3
Andaman,Rural,Person,up to X,80.4
Andaman,Total,Female,all (incl. n.r.),100
Andaman,Total,Female,commerce,1.8
Andaman,Total,Female,courses from ITI/ recognised vocational institutes,0.1
Andaman,Total,Female,engineering,0.4
Andaman,Total,Female,humanities,16.1
Andaman,Total,Female,IT/ computer courses,0.1
Andaman,Total,Female,law,0
Andaman,Total,Female,management,0.2
Andaman,Total,Female,medicine,1.7
Andaman,Total,Female,others*,2.9
Andaman,Total,Female,science,2.1
Andaman,Total,Female,up to X,74.8
Andaman,Total,Male,all (incl. n.r.),100
Andaman,Total,Male,commerce,3.8
Andaman,Total,Male,courses from ITI/ recognised vocational institutes,0.5
Andaman,Total,Male,engineering,1
Andaman,Total,Male,humanities,12.6
Andaman,Total,Male,IT/ computer courses,2
Andaman,Total,Male,law,0
Andaman,Total,Male,management,0.2
Andaman,Total,Male,medicine,0.1
Andaman,Total,Male,others*,1.1
Andaman,Total,Male,science,5.4
Andaman,Total,Male,up to X,73.2
Andaman,Total,Person,all (incl. n.r.),100
Andaman,Total,Person,commerce,2.8
Andaman,Total,Person,courses from ITI/ recognised vocational institutes,0.3
Andaman,Total,Person,engineering,0.7
Andaman,Total,Person,humanities,14.2
Andaman,Total,Person,IT/ computer courses,1.1
Andaman,Total,Person,law,0
Andaman,Total,Person,management,0.2
Andaman,Total,Person,medicine,0.9
Andaman,Total,Person,others*,2
Andaman,Total,Person,science,3.8
Andaman,Total,Person,up to X,74
Andaman,Urban,Female,all (incl. n.r.),100
Andaman,Urban,Female,commerce,2
Andaman,Urban,Female,courses from ITI/ recognised vocational institutes,0.2
Andaman,Urban,Female,engineering,1
Andaman,Urban,Female,humanities,26.3
Andaman,Urban,Female,IT/ computer courses,0.2
Andaman,Urban,Female,law,0
Andaman,Urban,Female,management,0.2
Andaman,Urban,Female,medicine,4.4
Andaman,Urban,Female,others*,1.7
Andaman,Urban,Female,science,1.9
Andaman,Urban,Female,up to X,62.3
Andaman,Urban,Male,all (incl. n.r.),100
Andaman,Urban,Male,commerce,6.1
Andaman,Urban,Male,courses from ITI/ recognised vocational institutes,0.8
Andaman,Urban,Male,engineering,2.1
Andaman,Urban,Male,humanities,13.6
Andaman,Urban,Male,IT/ computer courses,0.2
Andaman,Urban,Male,law,0
Andaman,Urban,Male,management,0.4
Andaman,Urban,Male,medicine,0.3
Andaman,Urban,Male,others*,1.4
Andaman,Urban,Male,science,7.1
Andaman,Urban,Male,up to X,68
Andaman,Urban,Person,all (incl. n.r.),100
Andaman,Urban,Person,commerce,4.4
Andaman,Urban,Person,courses from ITI/ recognised vocational institutes,0.5
Andaman,Urban,Person,engineering,1.6
Andaman,Urban,Person,humanities,18.8
Andaman,Urban,Person,IT/ computer courses,0.2
Andaman,Urban,Person,law,0
Andaman,Urban,Person,management,0.3
Andaman,Urban,Person,medicine,2
Andaman,Urban,Person,others*,1.5
Andaman,Urban,Person,science,4.9
Andaman,Urban,Person,up to X,65.6
Telangana,Rural,Female,all (incl. n.r.),100
Telangana,Rural,Female,commerce,4.6
Telangana,Rural,Female,courses from ITI/ recognised vocational institutes,0.1
Telangana,Rural,Female,engineering,0.3
Telangana,Rural,Female,humanities,2.2
Telangana,Rural,Female,IT/ computer courses,0.3
Telangana,Rural,Female,law,0
Telangana,Rural,Female,management,0
Telangana,Rural,Female,medicine,0.1
Telangana,Rural,Female,others*,1.3
Telangana,Rural,Female,science,8
Telangana,Rural,Female,up to X,83.1
Telangana,Rural,Male,all (incl. n.r.),100
Telangana,Rural,Male,commerce,4.4
Telangana,Rural,Male,courses from ITI/ recognised vocational institutes,1
Telangana,Rural,Male,engineering,1.7
Telangana,Rural,Male,humanities,0.8
Telangana,Rural,Male,IT/ computer courses,0.3
Telangana,Rural,Male,law,0
Telangana,Rural,Male,management,0.1
Telangana,Rural,Male,medicine,0.2
Telangana,Rural,Male,others*,0.3
Telangana,Rural,Male,science,9.8
Telangana,Rural,Male,up to X,81.5
Telangana,Rural,Person,all (incl. n.r.),100
Telangana,Rural,Person,commerce,4.5
Telangana,Rural,Person,courses from ITI/ recognised vocational institutes,0.6
Telangana,Rural,Person,engineering,1.1
Telangana,Rural,Person,humanities,1.4
Telangana,Rural,Person,IT/ computer courses,0.3
Telangana,Rural,Person,law,0
Telangana,Rural,Person,management,0.1
Telangana,Rural,Person,medicine,0.1
Telangana,Rural,Person,others*,0.8
Telangana,Rural,Person,science,9
Telangana,Rural,Person,up to X,82.2
Telangana,Total,Female,all (incl. n.r.),100
Telangana,Total,Female,commerce,3.7
Telangana,Total,Female,courses from ITI/ recognised vocational institutes,0.2
Telangana,Total,Female,engineering,2.1
Telangana,Total,Female,humanities,1.4
Telangana,Total,Female,IT/ computer courses,0.3
Telangana,Total,Female,law,0.2
Telangana,Total,Female,management,0.2
Telangana,Total,Female,medicine,0.7
Telangana,Total,Female,others*,1.3
Telangana,Total,Female,science,10.4
Telangana,Total,Female,up to X,79.6
Telangana,Total,Male,all (incl. n.r.),100
Telangana,Total,Male,commerce,4.4
Telangana,Total,Male,courses from ITI/ recognised vocational institutes,0.7
Telangana,Total,Male,engineering,3.6
Telangana,Total,Male,humanities,0.6
Telangana,Total,Male,IT/ computer courses,0.5
Telangana,Total,Male,law,0
Telangana,Total,Male,management,0.2
Telangana,Total,Male,medicine,0.1
Telangana,Total,Male,others*,0.5
Telangana,Total,Male,science,14.3
Telangana,Total,Male,up to X,75.1
Telangana,Total,Person,all (incl. n.r.),100
Telangana,Total,Person,commerce,4.1
Telangana,Total,Person,courses from ITI/ recognised vocational institutes,0.5
Telangana,Total,Person,engineering,3
Telangana,Total,Person,humanities,0.9
Telangana,Total,Person,IT/ computer courses,0.4
Telangana,Total,Person,law,0.1
Telangana,Total,Person,management,0.2
Telangana,Total,Person,medicine,0.4
Telangana,Total,Person,others*,0.8
Telangana,Total,Person,science,12.6
Telangana,Total,Person,up to X,77
Telangana,Urban,Female,all (incl. n.r.),100
Telangana,Urban,Female,commerce,2.5
Telangana,Urban,Female,courses from ITI/ recognised vocational institutes,0.3
Telangana,Urban,Female,engineering,4.3
Telangana,Urban,Female,humanities,0.4
Telangana,Urban,Female,IT/ computer courses,0.3
Telangana,Urban,Female,law,0.5
Telangana,Urban,Female,management,0.4
Telangana,Urban,Female,medicine,1.4
Telangana,Urban,Female,others*,1.3
Telangana,Urban,Female,science,13.3
Telangana,Urban,Female,up to X,75.4
Telangana,Urban,Male,all (incl. n.r.),100
Telangana,Urban,Male,commerce,4.4
Telangana,Urban,Male,courses from ITI/ recognised vocational institutes,0.3
Telangana,Urban,Male,engineering,5.7
Telangana,Urban,Male,humanities,0.5
Telangana,Urban,Male,IT/ computer courses,0.6
Telangana,Urban,Male,law,0
Telangana,Urban,Male,management,0.3
Telangana,Urban,Male,medicine,0.1
Telangana,Urban,Male,others*,0.6
Telangana,Urban,Male,science,19.1
Telangana,Urban,Male,up to X,68.4
Telangana,Urban,Person,all (incl. n.r.),100
Telangana,Urban,Person,commerce,3.6
Telangana,Urban,Person,courses from ITI/ recognised vocational institutes,0.3
Telangana,Urban,Person,engineering,5.1
Telangana,Urban,Person,humanities,0.4
Telangana,Urban,Person,IT/ computer courses,0.5
Telangana,Urban,Person,law,0.2
Telangana,Urban,Person,management,0.4
Telangana,Urban,Person,medicine,0.6
Telangana,Urban,Person,others*,0.9
Telangana,Urban,Person,science,16.7
Telangana,Urban,Person,up to X,71.3
Ladakh,Rural,Female,all (incl. n.r.),100
Ladakh,Rural,Female,commerce,0.5
Ladakh,Rural,Female,courses from ITI/ recognised vocational institutes,0.3
Ladakh,Rural,Female,engineering,0.2
Ladakh,Rural,Female,humanities,17
Ladakh,Rural,Female,IT/ computer courses,0.2
Ladakh,Rural,Female,law,0
Ladakh,Rural,Female,management,0
Ladakh,Rural,Female,medicine,1.3
Ladakh,Rural,Female,others*,1.4
Ladakh,Rural,Female,science,5
Ladakh,Rural,Female,up to X,74
Ladakh,Rural,Male,all (incl. n.r.),100
Ladakh,Rural,Male,commerce,1.4
Ladakh,Rural,Male,courses from ITI/ recognised vocational institutes,0.3
Ladakh,Rural,Male,engineering,0.5
Ladakh,Rural,Male,humanities,12.1
Ladakh,Rural,Male,IT/ computer courses,0.3
Ladakh,Rural,Male,law,0
Ladakh,Rural,Male,management,0.1
Ladakh,Rural,Male,medicine,1.9
Ladakh,Rural,Male,others*,1
Ladakh,Rural,Male,science,6.2
Ladakh,Rural,Male,up to X,76.2
Ladakh,Rural,Person,all (incl. n.r.),100
Ladakh,Rural,Person,commerce,1
Ladakh,Rural,Person,courses from ITI/ recognised vocational institutes,0.3
Ladakh,Rural,Person,engineering,0.4
Ladakh,Rural,Person,humanities,14.2
Ladakh,Rural,Person,IT/ computer courses,0.3
Ladakh,Rural,Person,law,0
Ladakh,Rural,Person,management,0.1
Ladakh,Rural,Person,medicine,1.6
Ladakh,Rural,Person,others*,1.1
Ladakh,Rural,Person,science,5.7
Ladakh,Rural,Person,up to X,75.3
Ladakh,Total,Female,all (incl. n.r.),100
Ladakh,Total,Female,commerce,1
Ladakh,Total,Female,courses from ITI/ recognised vocational institutes,0.6
Ladakh,Total,Female,engineering,0.4
Ladakh,Total,Female,humanities,16.7
Ladakh,Total,Female,IT/ computer courses,0.3
Ladakh,Total,Female,law,0.1
Ladakh,Total,Female,management,0.1
Ladakh,Total,Female,medicine,1.3
Ladakh,Total,Female,others*,1.5
Ladakh,Total,Female,science,5.3
Ladakh,Total,Female,up to X,72.8
Ladakh,Total,Male,all (incl. n.r.),100
Ladakh,Total,Male,commerce,1.7
Ladakh,Total,Male,courses from ITI/ recognised vocational institutes,0.3
Ladakh,Total,Male,engineering,0.9
Ladakh,Total,Male,humanities,13
Ladakh,Total,Male,IT/ computer courses,0.5
Ladakh,Total,Male,law,0.1
Ladakh,Total,Male,management,0.1
Ladakh,Total,Male,medicine,1.6
Ladakh,Total,Male,others*,0.9
Ladakh,Total,Male,science,6.1
Ladakh,Total,Male,up to X,74.9
Ladakh,Total,Person,all (incl. n.r.),100
Ladakh,Total,Person,commerce,1.4
Ladakh,Total,Person,courses from ITI/ recognised vocational institutes,0.4
Ladakh,Total,Person,engineering,0.6
Ladakh,Total,Person,humanities,14.6
Ladakh,Total,Person,IT/ computer courses,0.4
Ladakh,Total,Person,law,0.1
Ladakh,Total,Person,management,0.1
Ladakh,Total,Person,medicine,1.5
Ladakh,Total,Person,others*,1.2
Ladakh,Total,Person,science,5.8
Ladakh,Total,Person,up to X,74
Ladakh,Urban,Female,all (incl. n.r.),100
Ladakh,Urban,Female,commerce,2.6
Ladakh,Urban,Female,courses from ITI/ recognised vocational institutes,1.5
Ladakh,Urban,Female,engineering,0.9
Ladakh,Urban,Female,humanities,15.7
Ladakh,Urban,Female,IT/ computer courses,0.8
Ladakh,Urban,Female,law,0.3
Ladakh,Urban,Female,management,0.2
Ladakh,Urban,Female,medicine,1.4
Ladakh,Urban,Female,others*,2.2
Ladakh,Urban,Female,science,6.2
Ladakh,Urban,Female,up to X,68.2
Ladakh,Urban,Male,all (incl. n.r.),100
Ladakh,Urban,Male,commerce,2.7
Ladakh,Urban,Male,courses from ITI/ recognised vocational institutes,0.3
Ladakh,Urban,Male,engineering,2
Ladakh,Urban,Male,humanities,16.5
Ladakh,Urban,Male,IT/ computer courses,0.9
Ladakh,Urban,Male,law,0.2
Ladakh,Urban,Male,management,0.1
Ladakh,Urban,Male,medicine,0.6
Ladakh,Urban,Male,others*,0.8
Ladakh,Urban,Male,science,5.7
Ladakh,Urban,Male,up to X,70.2
Ladakh,Urban,Person,all (incl. n.r.),100
Ladakh,Urban,Person,commerce,2.7
